"Ma","Schlieren","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","primitives_6","shock-sensor","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6.391173030040862e-01,2.619395742686305e-01,0.000000000000000e+00,8.240555006481683e-01,-8.251637414193037e-02,-1.998401444325207e-15,1.950713176943726e+00,8.789233908757960e-01,2.403859882364846e-04,0.000000000000000e+00,1.350868064425575e+00,1.333804868846500e-06,0.000000000000000e+00,5.114291986251413e+00,1,0.000000000000000e+00,5.200999975204468e-01,0.000000000000000e+00,5.000000000000000e-01
6.393200106565954e-01,2.672815826094822e-01,0.000000000000000e+00,8.482089950102627e-01,-8.686895956926943e-02,-1.995403916343498e-15,1.950692547849211e+00,8.791855337955383e-01,-2.533249031194186e-04,0.000000000000000e+00,1.350822409062907e+00,1.333803612236120e-06,0.000000000000000e+00,5.114364546893559e+00,1,2.500000118743628e-04,5.200999975204468e-01,2.500000118743628e-04,5.000000000000000e-01
6.395227183091046e-01,2.726235909503339e-01,0.000000000000000e+00,8.723624893723568e-01,-9.122154499660849e-02,-1.992406388361788e-15,1.950671918754696e+00,8.794476767152808e-01,-7.470357944753222e-04,0.000000000000000e+00,1.350776753700238e+00,1.333802355625739e-06,0.000000000000000e+00,5.114437107535706e+00,1,5.000000237487257e-04,5.200999975204468e-01,5.000000237487257e-04,5.000000000000000e-01
6.397254259380153e-01,2.779655986692940e-01,0.000000000000000e+00,8.965159809226143e-01,-9.557412991723996e-02,-1.989408860729035e-15,1.950651289662582e+00,8.797098196045056e-01,-1.240746628355716e-03,0.000000000000000e+00,1.350731098342884e+00,1.333801099015505e-06,0.000000000000000e+00,5.114509668169406e+00,1,7.500000065192580e-04,5.200999975204468e-01,7.500000065192580e-04,5.000000000000000e-01
6.399281336141227e-01,2.833076076320373e-01,0.000000000000000e+00,9.206694780965449e-01,-9.992671585128669e-02,-1.986411332398365e-15,1.950630660565665e+00,8.799719625547655e-01,-1.734457577187131e-03,0.000000000000000e+00,1.350685442974901e+00,1.333799842404978e-06,0.000000000000000e+00,5.114582228820001e+00,1,1.000000047497451e-03,5.200999975204468e-01,1.000000047497451e-03,5.000000000000000e-01
6.401308411958371e-01,2.886496141072142e-01,0.000000000000000e+00,9.448229640231287e-01,-1.042792997585030e-01,-1.983413805463527e-15,1.950610031478355e+00,8.802341053829553e-01,-2.228168296116506e-03,0.000000000000000e+00,1.350639787628177e+00,1.333798585795037e-06,0.000000000000000e+00,5.114654789436807e+00,1,1.249999972060323e-03,5.200999975204468e-01,1.249999972060323e-03,5.000000000000000e-01
6.403335488719444e-01,2.939916230699574e-01,0.000000000000000e+00,9.689764611970593e-01,-1.086318856925498e-01,-1.980416277132856e-15,1.950589402381438e+00,8.804962483332150e-01,-2.721879244947921e-03,0.000000000000000e+00,1.350594132260194e+00,1.333797329184510e-06,0.000000000000000e+00,5.114727350087401e+00,1,1.500000013038516e-03,5.200999975204468e-01,1.500000013038516e-03,5.000000000000000e-01
6.405362565480518e-01,2.993336320327007e-01,0.000000000000000e+00,9.931299583709898e-01,-1.129844716265966e-01,-1.977418748802184e-15,1.950568773284521e+00,8.807583912834749e-01,-3.215590193779336e-03,0.000000000000000e+00,1.350548476892210e+00,1.333796072573983e-06,0.000000000000000e+00,5.114799910737996e+00,1,1.750000054016709e-03,5.200999975204468e-01,1.750000054016709e-03,5.000000000000000e-01
6.407389642241592e-01,3.046756409954439e-01,0.000000000000000e+00,1.017283455544920e+00,-1.173370575606434e-01,-1.974421220471512e-15,1.950548144187604e+00,8.810205342337347e-01,-3.709301142610752e-03,0.000000000000000e+00,1.350502821524226e+00,1.333794815963457e-06,0.000000000000000e+00,5.114872471388590e+00,1,2.000000094994903e-03,5.200999975204468e-01,2.000000094994903e-03,5.000000000000000e-01
6.409416717114804e-01,3.100176449830543e-01,0.000000000000000e+00,1.041436930224157e+00,-1.216896394410293e-01,-1.971423694932504e-15,1.950527515109899e+00,8.812826769398547e-01,-4.203011631638090e-03,0.000000000000000e+00,1.350457166198762e+00,1.333793559354100e-06,0.000000000000000e+00,5.114945031971606e+00,1,2.249999903142452e-03,5.200999975204468e-01,2.249999903142452e-03,5.000000000000000e-01
