,x/h,pressure
0,-4.040000000000000036e+00,8.658631907235170289e-01
1,-4.017267117460782799e+00,8.648346087969728258e-01
2,-3.993278184281616294e+00,8.639626670931696006e-01
3,-3.967143973691613645e+00,8.641502475748529255e-01
4,-3.938862406329052934e+00,8.641669917838423753e-01
5,-3.908431780709832104e+00,8.641170725584560453e-01
6,-3.875850114651054668e+00,8.640183643419316883e-01
7,-3.841115644950843233e+00,8.638916167367465260e-01
8,-3.804226753188097998e+00,8.637560579528923421e-01
9,-3.765182032378327825e+00,8.636100910065630520e-01
10,-3.723980111738105059e+00,8.634032135764729832e-01
11,-3.680619618709357166e+00,8.631727820485944891e-01
12,-3.635099552635509212e+00,8.629595420706035469e-01
13,-3.587418711661729986e+00,8.627060266706636504e-01
14,-3.537576324687602636e+00,8.623924517588362759e-01
15,-3.485571665862508883e+00,8.620250801421611708e-01
16,-3.431403990186109088e+00,8.614077385175441526e-01
17,-3.375072715483132146e+00,8.611706612647513914e-01
18,-3.316577507428868365e+00,8.606408352490813041e-01
19,-3.255917961240470948e+00,8.599996088692126728e-01
20,-3.193093876868100089e+00,8.592415784580147431e-01
21,-3.128105116999281954e+00,8.583591575213702640e-01
22,-3.060951754697368354e+00,8.573387721388855409e-01
23,-2.991633892658891458e+00,8.561309166839902174e-01
24,-2.920152109168961729e+00,8.546886163271978365e-01
25,-2.846506310704549847e+00,8.529948636464869116e-01
26,-2.770697462179552151e+00,8.509800898741188835e-01
27,-2.692725938371720584e+00,8.485469737334184748e-01
28,-2.612592470321147609e+00,8.456390471868232561e-01
29,-2.530297982931665857e+00,8.421752398143934615e-01
30,-2.445843478837988805e+00,8.380710123530976663e-01
31,-2.359230279193170521e+00,8.332186299591667344e-01
32,-2.270459572474675891e+00,8.275052750816407343e-01
33,-2.179532397946174704e+00,8.208273108024018994e-01
34,-2.086450488868197617e+00,8.130370875275274578e-01
35,-1.991215140278023377e+00,8.040619547280053458e-01
36,-1.893828225335211224e+00,7.938453844990901453e-01
37,-1.794291107314061939e+00,7.822456358264404663e-01
38,-1.692605862650937931e+00,7.694283043995816529e-01
39,-1.588774473537269971e+00,7.554291543144171506e-01
40,-1.482799183456026793e+00,7.402607526223835555e-01
41,-1.374682323990663368e+00,7.241228453924324349e-01
42,-1.264426210900064129e+00,7.071578575321627591e-01
43,-1.152033378044576839e+00,6.896550974024531211e-01
44,-1.037506499063917342e+00,6.629481063864557377e-01
45,-9.208480988442547810e-01,6.540126604612311878e-01
46,-8.020613486784545776e-01,6.363014878237732708e-01
47,-6.811491213479122786e-01,6.190170911452134161e-01
48,-5.581146478833609592e-01,6.024261402349226913e-01
49,-4.329610261558105022e-01,5.866869503945868480e-01
50,-3.056916265251606868e-01,5.719009166269097832e-01
51,-1.763099545494799802e-01,5.580594975292064719e-01
52,-4.481956500228256868e-02,5.450807320396108269e-01
53,8.877585644009992893e-02,5.327204323171356171e-01
54,2.244725092088659113e-01,5.205116293531066862e-01
55,3.622664761146282553e-01,5.081932168339610145e-01
56,5.021538424265604705e-01,4.956518838990816578e-01
57,6.441303642172842014e-01,4.828119273378227438e-01
58,7.881918250611683607e-01,4.696409714930861456e-01
59,9.343338391261536424e-01,4.561482426752289099e-01
60,1.082552098218122927e+00,4.423652584371172147e-01
61,1.232841860791925592e+00,4.283374817825619241e-01
62,1.385198512601858223e+00,4.141170437771150570e-01
63,1.539617055993997452e+00,3.997493889394346245e-01
64,1.696092801433965791e+00,3.852214933583952838e-01
65,1.854620628497565926e+00,3.709169613557038447e-01
66,2.015195344029024227e+00,3.548475045490611102e-01
67,2.177811743258610377e+00,3.509414497076414619e-01
68,2.342464579276359427e+00,3.923816583711295936e-01
69,2.509148268512620739e+00,4.804910709498285692e-01
70,2.677857303301616199e+00,5.564967512900391711e-01
71,2.848585927462375267e+00,5.839907927126097853e-01
72,3.021328470515743270e+00,5.943756158062470929e-01
73,3.196079003071913505e+00,5.969709339028942408e-01
74,3.372831531694941098e+00,6.014998905704421750e-01
75,3.551579986588338844e+00,6.054183521079088415e-01
76,3.732318205746718132e+00,6.096033956622899375e-01
77,3.915039846572609061e+00,6.140419854354041140e-01
78,4.099738474221057416e+00,6.185504454234217464e-01
79,4.286407654654759369e+00,6.232359590805699456e-01
80,4.475040859291452122e+00,6.281955010942621431e-01
81,4.665631131911184504e+00,6.333486570156133810e-01
82,4.858171977066325198e+00,6.386329909999783894e-01
83,5.052656453720727470e+00,6.439913248227594478e-01
84,5.249077494837747437e+00,6.494034872850289464e-01
85,5.447427815731961331e+00,6.548597737282255693e-01
86,5.647700679219218145e+00,6.603561253184496715e-01
87,5.849888202725510133e+00,6.658208990062809418e-01
88,6.053983468718596050e+00,6.711965122894111291e-01
89,6.259978905921506964e+00,6.764327834291440356e-01
90,6.467866855110870006e+00,6.815154286888619461e-01
91,6.677639666669900720e+00,6.864014808585601202e-01
92,6.889289614555093699e+00,6.910796460088651783e-01
93,7.102808967759499659e+00,6.955272828959678799e-01
94,7.318189697622478285e+00,6.997691438129877151e-01
95,7.535423749403125093e+00,7.037639017601545754e-01
96,7.754503058089874834e+00,7.074061227728856149e-01
97,7.975418889373841580e+00,7.106271417037308691e-01
98,8.198163342471929127e+00,7.142698803958522635e-01
99,8.422727895721504154e+00,7.162800235038402352e-01
100,8.650000000000000355e+00,7.161082420503885881e-01
