,x/h,pressure
0,-4.040000000003600711e+00,8.671343943161619050e-01
1,-4.017272704994252486e+00,8.661620106876033454e-01
2,-3.993271840861868593e+00,8.653915290945002337e-01
3,-3.967102508156000074e+00,8.656713424572096693e-01
4,-3.938761986534538906e+00,8.657941942493120324e-01
5,-3.908247831478457002e+00,8.658638472305131284e-01
6,-3.875557621832845800e+00,8.659064462013071894e-01
7,-3.840689127052125507e+00,8.659486162026660550e-01
8,-3.803640258874402935e+00,8.660013682273374203e-01
9,-3.764409076993829650e+00,8.660812936580440935e-01
10,-3.722993764712527298e+00,8.661514852909836248e-01
11,-3.679392754207352567e+00,8.662328675202887185e-01
12,-3.633604477619949868e+00,8.663781319971134431e-01
13,-3.585627619098852303e+00,8.665601461791601068e-01
14,-3.535460988443516417e+00,8.667495150018121874e-01
15,-3.483103527011731870e+00,8.669847861689027324e-01
16,-3.428554367110772993e+00,8.674913027672856991e-01
17,-3.371812763222202580e+00,8.677162678881430447e-01
18,-3.312878130373908991e+00,8.682098054416369504e-01
19,-3.251750036829200496e+00,8.688184761884333307e-01
20,-3.188428202493956753e+00,8.695822420502569150e-01
21,-3.122912501800204854e+00,8.705424628381382979e-01
22,-3.055202963451716158e+00,8.717643282671281302e-01
23,-2.985299768464336534e+00,8.733264321169779132e-01
24,-2.913203253177893526e+00,8.753522791933400216e-01
25,-2.838913908656874874e+00,8.779709600585836604e-01
26,-2.762432375887807101e+00,8.814417504983447227e-01
27,-2.683759465345904704e+00,8.860531203619106400e-01
28,-2.602896123132572903e+00,8.915820257866512444e-01
29,-2.519843875130768129e+00,8.983855985613279360e-01
30,-2.434745352731675361e+00,9.088553718325560471e-01
31,-2.348515811652872820e+00,9.145478328418392699e-01
32,-2.262010171986156060e+00,9.048461793442453827e-01
33,-2.175121852989148508e+00,8.882660161354609674e-01
34,-2.087234977305438388e+00,8.681319326634800992e-01
35,-1.997663818464991525e+00,8.439133772259496125e-01
36,-1.905829647040006236e+00,8.176913730190664698e-01
37,-1.811303937470435610e+00,7.900601335790411461e-01
38,-1.713819614701626248e+00,7.623828934388806600e-01
39,-1.613255025171155710e+00,7.340363465151780176e-01
40,-1.509608183607975329e+00,7.073343824978141070e-01
41,-1.402961941432822268e+00,6.829431031786442619e-01
42,-1.293447538821576703e+00,6.609696269371616584e-01
43,-1.181212905933259893e+00,6.415318933099184440e-01
44,-1.066399927019902494e+00,6.324443568906813473e-01
45,-9.491312367929161109e-01,6.092095650007788299e-01
46,-8.295065990214033347e-01,5.955708900639260506e-01
47,-7.076008149941986902e-01,5.832220419748308515e-01
48,-5.834696855028240758e-01,5.718939182384014108e-01
49,-4.571522689561506869e-01,5.613790113805343651e-01
50,-3.286759480290875057e-01,5.514956921461403594e-01
51,-1.980595173961582356e-01,5.420088596464827102e-01
52,-6.531598356783960280e-02,5.323194822548235061e-01
53,6.954532253165392197e-02,5.214449420668154644e-01
54,2.065166058972983665e-01,5.090816911942094292e-01
55,3.455893512175036708e-01,4.957638237378232393e-01
56,4.867539346796131983e-01,4.819147236403782397e-01
57,6.299995562343666533e-01,4.675982293358908470e-01
58,7.753139872962429013e-01,4.528962991354578138e-01
59,9.226836326975110802e-01,4.379234662040101811e-01
60,1.072093596390570003e+00,4.227426051009771091e-01
61,1.223527328509292023e+00,4.073911752416674581e-01
62,1.376967132246881498e+00,3.919420456194139812e-01
63,1.532394523559237776e+00,3.763517933455275966e-01
64,1.689789790586454288e+00,3.614035464561136113e-01
65,1.849133547523877930e+00,3.472274609159495817e-01
66,2.010407106473798500e+00,3.603378146382117397e-01
67,2.173592280238416219e+00,4.286744877911783935e-01
68,2.338673856321013655e+00,4.986597733020177725e-01
69,2.505639669947209214e+00,5.346307470695450537e-01
70,2.674481731180659239e+00,5.552355206895477346e-01
71,2.845197169140925020e+00,5.669188572522513292e-01
72,3.017789041018472673e+00,5.834074409498180014e-01
73,3.192266695762000506e+00,5.860801643559963026e-01
74,3.368645886518659260e+00,5.911180223070686690e-01
75,3.546947825576591384e+00,5.968870861231293512e-01
76,3.727199554825265881e+00,6.039179397227152357e-01
77,3.909429950948093424e+00,6.100811030323461948e-01
78,4.093671092052340477e+00,6.147847819904983524e-01
79,4.279953324045384200e+00,6.193202684064434971e-01
80,4.468303448215218410e+00,6.243877620634653569e-01
81,4.658741879454654899e+00,6.300078940379230108e-01
82,4.851280059927552735e+00,6.356822643828105024e-01
83,5.045918374980391086e+00,6.412054064365333428e-01
84,5.242644910831605110e+00,6.468578294382831828e-01
85,5.441435360932418419e+00,6.526323974524333993e-01
86,5.642254444577900152e+00,6.585630794054802006e-01
87,5.845059047329446145e+00,6.645741504352855600e-01
88,6.049803020469123105e+00,6.705504872085071844e-01
89,6.256443051580293790e+00,6.764846211860627845e-01
90,6.464944178944493913e+00,6.822630201199747502e-01
91,6.675282571593430525e+00,6.877985916002826716e-01
92,6.887443552957278392e+00,6.930223948219935703e-01
93,7.101416392949836620e+00,6.978980930699810736e-01
94,7.317190943547791093e+00,7.023505664685935068e-01
95,7.534756960181213437e+00,7.062958921122252098e-01
96,7.754104101034307028e+00,7.097801112690821368e-01
97,7.975221918344417738e+00,7.130254152114113841e-01
98,8.198099855195748020e+00,7.161950452959850999e-01
99,8.422727268983079441e+00,7.204582106186089296e-01
100,8.650000000000000355e+00,7.231445382185931470e-01
