,x/h,pressure
0,-4.040000000000000036e+00,8.680252551843022912e-01
1,-4.037159151171007210e+00,8.656429569323728090e-01
2,-4.034298907237238829e+00,8.637205338373586949e-01
3,-4.031405747349288582e+00,8.637353213334727497e-01
4,-4.028479822364620766e+00,8.637587676694888916e-01
5,-4.025520984806325586e+00,8.637674265093924220e-01
6,-4.022529193703495487e+00,8.638040168579788070e-01
7,-4.019504699555443317e+00,8.638322961547738599e-01
8,-4.016447216201875392e+00,8.638616560708182179e-01
9,-4.013356880956920669e+00,8.639056063751994197e-01
10,-4.010233682096820296e+00,8.639196435086941017e-01
11,-4.007077594291247991e+00,8.639468042196897235e-01
12,-4.003888617761631963e+00,8.639599277971912183e-01
13,-4.000666754302461214e+00,8.639948255764040574e-01
14,-3.997412023845518636e+00,8.640151530588855433e-01
15,-3.994124418437086543e+00,8.640329484992955722e-01
16,-3.990803900109748170e+00,8.640552343114135114e-01
17,-3.987450436922559405e+00,8.640611152567013731e-01
18,-3.984064049376118355e+00,8.640717776715437504e-01
19,-3.980644766353966357e+00,8.640838207790889625e-01
20,-3.977192603150204953e+00,8.640864171631282842e-01
21,-3.973707547432625109e+00,8.640910107747967750e-01
22,-3.970189588479214216e+00,8.640940075835298328e-01
23,-3.966638708345602282e+00,8.640950179370020523e-01
24,-3.963054904826414315e+00,8.640943493712728296e-01
25,-3.959438182122855032e+00,8.640924532944017633e-01
26,-3.955788545544672630e+00,8.640912257832605858e-01
27,-3.952105991145713482e+00,8.640851445488848537e-01
28,-3.948390509475522947e+00,8.640797358255999372e-01
29,-3.944642084360356904e+00,8.640732197838282280e-01
30,-3.940860721583968385e+00,8.640609552647428027e-01
31,-3.937046418717136564e+00,8.640554157272186675e-01
32,-3.933199173940488791e+00,8.640473607893502939e-01
33,-3.929318976444123201e+00,8.640448453890061664e-01
34,-3.925405831188955030e+00,8.640293792357099933e-01
35,-3.921459736310502375e+00,8.640182656019993468e-01
36,-3.917480703516432072e+00,8.640067143054687149e-01
37,-3.913468727626541632e+00,8.640008303428080572e-01
38,-3.909423791089804645e+00,8.639822384055777515e-01
39,-3.905345887773348235e+00,8.639693791755977959e-01
40,-3.901235052479740784e+00,8.639491677689317140e-01
41,-3.897091284946238687e+00,8.639421610910024141e-01
42,-3.892914556196031661e+00,8.639279674672117881e-01
43,-3.888704836565911815e+00,8.639133959565424847e-01
44,-3.884462145525236831e+00,8.639060113917342854e-01
45,-3.880186492170191404e+00,8.638831809350540070e-01
46,-3.875877865866330207e+00,8.638675697770984430e-01
47,-3.871536260468034119e+00,8.638436203199780783e-01
48,-3.867161678147850168e+00,8.638353364610565910e-01
49,-3.862754119815047904e+00,8.638186578999464960e-01
50,-3.858313595594779599e+00,8.638017369179242788e-01
51,-3.853840095151752632e+00,8.637932106380905584e-01
52,-3.849333603292243833e+00,8.637670084281445781e-01
53,-3.844794107682815820e+00,8.637491876772895871e-01
54,-3.840221638970171103e+00,8.637219464778298494e-01
55,-3.835616192387975243e+00,8.637126987527159461e-01
56,-3.830977733734286961e+00,8.636939929899605239e-01
57,-3.826306250326800384e+00,8.636749742358658111e-01
58,-3.821601783196379998e+00,8.636654135194133941e-01
59,-3.816864343870768561e+00,8.636361226297482041e-01
60,-3.812093895524664156e+00,8.636162681872504576e-01
61,-3.807290423840661298e+00,8.635859689948592877e-01
62,-3.802453959407725126e+00,8.635757288865023584e-01
63,-3.797584512272932145e+00,8.635551026166158328e-01
64,-3.792682074997841379e+00,8.635339980441414376e-01
65,-3.787746621382511503e+00,8.635232796331966387e-01
66,-3.782778138509307109e+00,8.634908726055029460e-01
67,-3.777776626504309121e+00,8.634689385917911908e-01
68,-3.772742122542077858e+00,8.634578792515524848e-01
69,-3.767674623176950011e+00,8.634241000900561014e-01
70,-3.762574092477279919e+00,8.634012023647161804e-01
71,-3.757440508403252277e+00,8.633780041007348416e-01
72,-3.752273884892983968e+00,8.633425834887656913e-01
73,-3.747074252256329618e+00,8.633305421523508327e-01
74,-3.741841619552509268e+00,8.633063076156483051e-01
75,-3.736575980621615667e+00,8.632941144153607471e-01
76,-3.731277344130004892e+00,8.632568202234355281e-01
77,-3.725945661251582219e+00,8.632315414473437087e-01
78,-3.720580898939883863e+00,8.632059148380779590e-01
79,-3.715183058605893152e+00,8.631669829949256689e-01
80,-3.709752184291852828e+00,8.631535872697777556e-01
81,-3.704288313154539214e+00,8.631267161091922269e-01
82,-3.698791408321580043e+00,8.630858622890683618e-01
83,-3.693261457593815855e+00,8.630719965408544248e-01
84,-3.687698506353493499e+00,8.630440456628640788e-01
85,-3.682102527003431991e+00,8.630156501535851676e-01
86,-3.676473473771455058e+00,8.629723909032369633e-01
87,-3.670811325763748023e+00,8.629576847768434256e-01
88,-3.665116118599818229e+00,8.629279987075790803e-01
89,-3.659387892217440985e+00,8.629130187647076067e-01
90,-3.653626628459647474e+00,8.628672227653922944e-01
91,-3.647832327882595482e+00,8.628362016598527529e-01
92,-3.642005013692795945e+00,8.628046956923572930e-01
93,-3.636144654696148226e+00,8.627566128692618630e-01
94,-3.630251229271211688e+00,8.627403148223291574e-01
95,-3.624324709743513839e+00,8.627075043927348030e-01
96,-3.618365107377134127e+00,8.626909920100737095e-01
97,-3.612372450469691021e+00,8.626395476564707732e-01
98,-3.606346737774227318e+00,8.626049652687199920e-01
99,-3.600287983898600608e+00,8.625698748766760238e-01
100,-3.594196200413080078e+00,8.625522222494337310e-01
101,-3.588071358313848158e+00,8.624978845736158695e-01
102,-3.581913434801611285e+00,8.624610335984819187e-01
103,-3.575722412624188884e+00,8.624047676221235914e-01
104,-3.569498317809425281e+00,8.623855415091299381e-01
105,-3.563241166215607159e+00,8.623468010527928218e-01
106,-3.556950944546977578e+00,8.623074328415283318e-01
107,-3.550627649876997971e+00,8.622875789736074159e-01
108,-3.544271287388693459e+00,8.622267841638203700e-01
109,-3.537881856207088838e+00,8.621854010774772092e-01
110,-3.531459356995324761e+00,8.621222340923044847e-01
111,-3.525003784361422809e+00,8.621007715218784728e-01
112,-3.518515133879663637e+00,8.620572392551637542e-01
113,-3.511993405794893164e+00,8.620128586807570548e-01
114,-3.505438622656402270e+00,8.619905478026407275e-01
115,-3.498850767576972665e+00,8.619220640073375073e-01
116,-3.492229812721477700e+00,8.618754895628879531e-01
117,-3.485575750694727581e+00,8.618041934059788023e-01
118,-3.478888601581736850e+00,8.617798567477884530e-01
119,-3.472168393339247761e+00,8.617308192608357231e-01
120,-3.465415121381893560e+00,8.616808892316870638e-01
121,-3.458628780181104645e+00,8.616556600313008962e-01
122,-3.451809374834541089e+00,8.615781739498510339e-01
123,-3.444956879630209468e+00,8.615255039680131954e-01
124,-3.438071271469555157e+00,8.614447729344031357e-01
125,-3.431152559908949851e+00,8.614172127263663992e-01
126,-3.424200795061086211e+00,8.613617353459463999e-01
127,-3.417215972952979630e+00,8.613055127765170127e-01
128,-3.410198036628532048e+00,8.612181095676737508e-01
129,-3.403146971341534321e+00,8.611884720354873179e-01
130,-3.396062819218829354e+00,8.611286542646503506e-01
131,-3.388945606065034255e+00,8.610370068115164033e-01
132,-3.381795319422699730e+00,8.610056445816958171e-01
133,-3.374611938216129481e+00,8.609423697167108980e-01
134,-3.367395444443280095e+00,8.608779245085855791e-01
135,-3.360145846003530057e+00,8.608453919356247042e-01
136,-3.352863176920017896e+00,8.607453528429098721e-01
137,-3.345547442476075606e+00,8.606770775456721312e-01
138,-3.338198619936400213e+00,8.605724232464811996e-01
139,-3.330816682259602146e+00,8.605366481944012325e-01
140,-3.323401635477566618e+00,8.604643907503943812e-01
141,-3.315953488464443488e+00,8.603907432232886787e-01
142,-3.308472242838322863e+00,8.603535780881097494e-01
143,-3.300957915836088663e+00,8.602394304493984345e-01
144,-3.293410511642852256e+00,8.601613199136427523e-01
145,-3.285830023644048303e+00,8.601216592089894197e-01
146,-3.278216446514531590e+00,8.600002406536406685e-01
147,-3.270569764591259698e+00,8.599174672707832201e-01
148,-3.262889976997379371e+00,8.598330421118085543e-01
149,-3.255177090597438649e+00,8.597903947967392435e-01
150,-3.247431116269586582e+00,8.596590607622719427e-01
151,-3.239652057744495828e+00,8.595695783799437439e-01
152,-3.231839902584315638e+00,8.595244459959607841e-01
153,-3.223994644201197968e+00,8.593847097175284500e-01
154,-3.216116293607227838e+00,8.592894755218060121e-01
155,-3.208204848320059366e+00,8.591924045635611629e-01
156,-3.200260296694836359e+00,8.590432375641385843e-01
157,-3.192282642022970407e+00,8.589922198770757467e-01
158,-3.184271888592979494e+00,8.588893630308117588e-01
159,-3.176228051837532096e+00,8.588375238716103865e-01
160,-3.168151135017907016e+00,8.586763740799597810e-01
161,-3.160041139364304641e+00,8.585656302225216363e-01
162,-3.151898056379934587e+00,8.584543676325758765e-01
163,-3.143721865332539167e+00,8.582822582442855008e-01
164,-3.135512556213741142e+00,8.582232228506027072e-01
165,-3.127270137273500339e+00,8.581039407130549579e-01
166,-3.118994628802155056e+00,8.580436939691893361e-01
167,-3.110686042675275154e+00,8.578581229940552833e-01
168,-3.102344351061527394e+00,8.577312763324863587e-01
169,-3.093969557941486759e+00,8.576015416270156289e-01
170,-3.085561694103686303e+00,8.574022591527072912e-01
171,-3.077120752917463342e+00,8.573339799734343014e-01
172,-3.068646717773924948e+00,8.571959197173277811e-01
173,-3.060139560700018357e+00,8.569836369730434722e-01
174,-3.051599257955313949e+00,8.569110025352792981e-01
175,-3.043025853168381811e+00,8.567644419260258548e-01
176,-3.034419425221957400e+00,8.566142886224035191e-01
177,-3.025779957906284068e+00,8.565380614902697864e-01
178,-3.017107337676002032e+00,8.563038316974591613e-01
179,-3.008401548527736225e+00,8.561437918344212417e-01
180,-2.999662676658564120e+00,8.558976134238619471e-01
181,-2.990890786777642862e+00,8.558131793324770253e-01
182,-2.982085861849256947e+00,8.556425046095822440e-01
183,-2.973247842352052750e+00,8.554682458481538410e-01
184,-2.964376683833454873e+00,8.553802277182351865e-01
185,-2.955472382138188525e+00,8.551078694936729008e-01
186,-2.946534989569231655e+00,8.549218553330000248e-01
187,-2.937564552925179928e+00,8.546357942053492973e-01
188,-2.928561068968793535e+00,8.545375630511986564e-01
189,-2.919524493243722763e+00,8.543390278752328593e-01
190,-2.910454756888452010e+00,8.541363842694410513e-01
191,-2.901351889835495523e+00,8.540340446854647327e-01
192,-2.892215994913152510e+00,8.537171450595389954e-01
193,-2.883047099712130024e+00,8.535001467517878693e-01
194,-2.873845119997359365e+00,8.533916773803813527e-01
195,-2.864609996745168363e+00,8.530535751573347092e-01
196,-2.855341762947611883e+00,8.528227707104671929e-01
197,-2.846040451630109658e+00,8.525866912112017859e-01
198,-2.836706059125804646e+00,8.524675248435310548e-01
199,-2.827338608183131985e+00,8.520991593755538052e-01
200,-2.817938106748302474e+00,8.518471963605148689e-01
201,-2.808504533575259199e+00,8.514606585866600907e-01
202,-2.799037865942029857e+00,8.513278397450051438e-01
203,-2.789538094262120627e+00,8.510590259548289627e-01
204,-2.780005233579065926e+00,8.507842538231192853e-01
205,-2.770439312798988585e+00,8.506454766399300649e-01
206,-2.760840338973284069e+00,8.502162632972909417e-01
207,-2.751208305460981940e+00,8.499229095953854118e-01
208,-2.741543184500365715e+00,8.494710937613039192e-01
209,-2.731844974647111624e+00,8.493165466400018904e-01
210,-2.722113696818300177e+00,8.490035073925842335e-01
211,-2.712349372331702479e+00,8.486835774021637135e-01
212,-2.702551998566498082e+00,8.485221395378587106e-01
213,-2.692721557298179746e+00,8.480225765626837608e-01
214,-2.682858040932641241e+00,8.476812611829620536e-01
215,-2.672961436934327306e+00,8.471561151171819182e-01
216,-2.663031731515850264e+00,8.469763455599143009e-01
217,-2.653068963330068364e+00,8.466119097196453946e-01
218,-2.643073153633179739e+00,8.462398141610308899e-01
219,-2.633044324139731884e+00,8.456667393139284394e-01
220,-2.622982484998793051e+00,8.454715490828320634e-01
221,-2.612887578774184316e+00,8.450744221960095892e-01
222,-2.602759519828793611e+00,8.448724855402834910e-01
223,-2.592598349985899997e+00,8.442555822066225568e-01
224,-2.582404223143545785e+00,8.438362619422642430e-01
