,x/h,pressure
0,-4.040000000003600711e+00,8.709482697106372129e-01
1,-4.038579541875765955e+00,8.676176388830953989e-01
2,-4.037154209445613873e+00,8.646145970068643827e-01
3,-4.035720588960427513e+00,8.649421859581750693e-01
4,-4.034278679889227170e+00,8.649910809292499225e-01
5,-4.032828481701866252e+00,8.650015618974969955e-01
6,-4.031369993870071333e+00,8.650085734144894456e-01
7,-4.029903215866570854e+00,8.650334284220295711e-01
8,-4.028428147165175055e+00,8.650435570706510591e-01
9,-4.026944787241195201e+00,8.650750503839556016e-01
10,-4.025453135570765895e+00,8.650859026638449967e-01
11,-4.023953191631766124e+00,8.651075873458821119e-01
12,-4.022444954902875125e+00,8.651184197480303872e-01
13,-4.020928424864254502e+00,8.651504703307797417e-01
14,-4.019403600997204506e+00,8.651817737080641502e-01
15,-4.017870482784146269e+00,8.651918594898668768e-01
16,-4.016329069708788779e+00,8.652217650204921950e-01
17,-4.014779361255961909e+00,8.652313733290504238e-01
18,-4.013221356911775395e+00,8.652596711792225337e-01
19,-4.011655056163260014e+00,8.652687473980528177e-01
20,-4.010080458499061251e+00,8.652866409866396546e-01
21,-4.008497563408750075e+00,8.652954583563960966e-01
22,-4.006906370382793625e+00,8.653208160504395341e-01
23,-4.005306878913432733e+00,8.653451280638475573e-01
24,-4.003699088493630320e+00,8.653528787814012135e-01
25,-4.002082998617320975e+00,8.653681260329069147e-01
26,-4.000458608780020242e+00,8.653756225668596258e-01
27,-3.998825918478377428e+00,8.653969983907261465e-01
28,-3.997184927209652461e+00,8.654174239496299492e-01
29,-3.995535634472741293e+00,8.654238701185948957e-01
30,-3.993878039767407184e+00,8.654364562547156581e-01
31,-3.992212142594514290e+00,8.654425962218706969e-01
32,-3.990537942456204856e+00,8.654602041386775246e-01
33,-3.988855438855627877e+00,8.654770390742116959e-01
34,-3.987164631296770789e+00,8.654822697587898350e-01
35,-3.985465519285123381e+00,8.654975764009729122e-01
36,-3.983758102327002781e+00,8.655023821034749654e-01
37,-3.982042379929870535e+00,8.655164161259811806e-01
38,-3.980318351602172733e+00,8.655208222467782875e-01
39,-3.978586016853316032e+00,8.655294348259372494e-01
40,-3.976845375194106857e+00,8.655336412842995486e-01
41,-3.975096426136390804e+00,8.655455648778230815e-01
42,-3.973339169192434461e+00,8.655567661413183789e-01
43,-3.971573603875975245e+00,8.655602898609866536e-01
44,-3.969799729702018443e+00,8.655705377766779174e-01
45,-3.968017546186070721e+00,8.655737497387262502e-01
46,-3.966227052845070933e+00,8.655831355968771623e-01
47,-3.964428249196609411e+00,8.655859880863969735e-01
48,-3.962621134759443109e+00,8.655917238865711294e-01
49,-3.960805709053397905e+00,8.655946071972263622e-01
50,-3.958981971599188743e+00,8.656025536368843198e-01
51,-3.957149921918325486e+00,8.656100445305390245e-01
52,-3.955309559533708885e+00,8.656123949188450073e-01
53,-3.953460883968765938e+00,8.656147453071509901e-01
