,x/h,pressure
0,-4.040000000003600711e+00,8.674182202847985357e-01
1,-4.028636343988554636e+00,8.661030787533088304e-01
2,-4.016957765449302720e+00,8.649687454103823780e-01
3,-4.004743391992374946e+00,8.652324743308912325e-01
4,-3.991992917423893061e+00,8.654463858237851914e-01
5,-3.978706041388252679e+00,8.654929322016009507e-01
6,-3.964882469169254353e+00,8.655725044978291871e-01
7,-3.950521911481458925e+00,8.656294745485201281e-01
8,-3.935624129169802643e+00,8.656710900089953364e-01
9,-3.920188876960386537e+00,8.657021666196650367e-01
10,-3.904215869075659651e+00,8.657265893429918480e-01
11,-3.887704869414945641e+00,8.657474544556228446e-01
12,-3.870655640155811650e+00,8.657668669227930325e-01
13,-3.853067951354623322e+00,8.657863680331192580e-01
14,-3.834941576820836584e+00,8.658074731163002413e-01
15,-3.816276314853350282e+00,8.658307369954922894e-01
16,-3.797071955152693690e+00,8.658570603360185025e-01
17,-3.777328278540868389e+00,8.658872081776527452e-01
18,-3.757045113198493436e+00,8.659386187055475581e-01
19,-3.736222288041152417e+00,8.659591929857232140e-01
20,-3.714859593936075122e+00,8.660030592100202984e-01
21,-3.692956914613084063e+00,8.660529179191859273e-01
22,-3.670514051663663846e+00,8.661081543296982321e-01
23,-3.647530865771418718e+00,8.661700563663475849e-01
24,-3.624007214612845917e+00,8.662424001725932410e-01
25,-3.599942959314909263e+00,8.663228334609063275e-01
26,-3.575337984717345652e+00,8.664115272143132485e-01
27,-3.550192164678243500e+00,8.665115532064863180e-01
28,-3.524505390792804782e+00,8.666240554731156065e-01
29,-3.498277560984343726e+00,8.667494608806640688e-01
30,-3.471508578674561640e+00,8.668886072880915838e-01
31,-3.444198366398879774e+00,8.670435128432980587e-01
32,-3.416346837822352711e+00,8.673129245627732020e-01
33,-3.387953926175849784e+00,8.674147773616495138e-01
34,-3.359019569851327436e+00,8.676317549763979953e-01
35,-3.329543715538184401e+00,8.678741795666492509e-01
36,-3.299526317931820607e+00,8.681457814224279312e-01
37,-3.268967340008738454e+00,8.684477981290661397e-01
38,-3.237866747564027481e+00,8.687860487114292818e-01
39,-3.206224535566036593e+00,8.691643630510417218e-01
40,-3.174040677395755239e+00,8.695896640640470299e-01
41,-3.141315168786190881e+00,8.700648473076292300e-01
42,-3.108048018172665738e+00,8.706004667173705691e-01
43,-3.074239236356243410e+00,8.712032985957002262e-01
44,-3.039888849080173205e+00,8.718880047315933357e-01
45,-3.004996869257625214e+00,8.726563200555266242e-01
46,-2.969563345118014119e+00,8.740079849199607898e-01
47,-2.933588314236156958e+00,8.745262529359645320e-01
