"Ma","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.804380349814385e+00,7.578004911281891e-01,8.623778620349652e-01,-3.064629366404469e-02,-7.730541372403771e-18,3.281828741667266e+00,2.312179604402879e+00,-3.530026234268006e-04,0.000000000000000e+00,2.478689619757577e+00,1.916666666666661e-02,1.014848453902087e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
