"Ma","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.800968625359699e+00,7.660350299440735e-01,8.649403791723270e-01,-2.968164044202326e-02,-9.962988176938893e-13,3.285541102717578e+00,2.308071665439455e+00,-3.697763118575971e-04,0.000000000000000e+00,2.480252454719491e+00,3.388260459834305e-02,1.014840440645658e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
