"Ma","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.802393636637858e+00,7.484651184827480e-01,8.716210131122137e-01,-3.324943900555000e-02,-1.137831135401326e-11,3.284443801138523e+00,2.309548971536090e+00,-3.128538979014002e-04,0.000000000000000e+00,2.479481432201610e+00,1.250587589731906e-02,1.014818911133994e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
