"Ma","Schlieren","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7.194547988470161e-01,1.665816319499094e-01,4.778276991952393e-08,4.673661959137410e-01,-1.229033820008318e-02,3.624934110269513e-12,1.871573428046800e+00,9.791095967702134e-01,2.818601503727938e-05,0.000000000000000e+00,1.322901642761161e+00,0.000000000000000e+00,5.109483551838201e+00,1,0.000000000000000e+00,1.050099968910217e+00,0.000000000000000e+00,5.000000000000000e-01
7.194551993796382e-01,1.664905267897678e-01,4.844179288749368e-08,4.669173222715698e-01,-3.389185080079803e-03,3.316113899430451e-12,1.871575940041260e+00,9.791107184996661e-01,4.731158633245817e-04,0.000000000000000e+00,1.322904443667924e+00,0.000000000000000e+00,5.109494903580672e+00,1,2.500000118743628e-04,1.050099968910217e+00,2.500000118743628e-04,5.000000000000000e-01
7.194555999122604e-01,1.663994216296250e-01,4.910081585546341e-08,4.664684486293943e-01,5.511968039925163e-03,3.007293688591335e-12,1.871578452035720e+00,9.791118402291192e-01,9.180457116118845e-04,0.000000000000000e+00,1.322907244574688e+00,0.000000000000000e+00,5.109506255323144e+00,1,5.000000237487257e-04,1.050099968910217e+00,5.000000237487257e-04,5.000000000000000e-01
7.194560004448358e-01,1.663083164800887e-01,4.975983874671278e-08,4.660195750394767e-01,1.441312012369879e-02,2.698473513703647e-12,1.871580964029887e+00,9.791129619584417e-01,1.362975508102539e-03,0.000000000000000e+00,1.322910045481125e+00,0.000000000000000e+00,5.109517607064292e+00,1,7.500000065192580e-04,1.050099968910217e+00,7.500000065192580e-04,5.000000000000000e-01
7.194564009775045e-01,1.662172113093411e-01,5.041886179140285e-08,4.655707013450496e-01,2.331427427993316e-02,2.389653266913172e-12,1.871583476024640e+00,9.791140836880254e-01,1.807905408186490e-03,0.000000000000000e+00,1.322912846388215e+00,0.000000000000000e+00,5.109528958808085e+00,1,1.000000047497451e-03,1.050099968910217e+00,1.000000047497451e-03,5.000000000000000e-01
7.194557821943982e-01,1.656923330677552e-01,5.107788452921150e-08,4.637130622109824e-01,2.676400666312659e-02,2.179290084532758e-12,1.871589174898228e+00,9.791129869024749e-01,2.258033708276467e-03,0.000000000000000e+00,1.322915302887536e+00,0.000000000000000e+00,5.109537622119319e+00,1,1.249999972060323e-03,1.050099968910217e+00,1.249999972060323e-03,5.000000000000000e-01
7.194544183156258e-01,1.648503767842883e-01,5.173690757390160e-08,4.608256481309974e-01,2.622888441856661e-02,2.040896464314168e-12,1.871597203307727e+00,9.791102684351589e-01,2.711962275810824e-03,0.000000000000000e+00,1.322917507635093e+00,0.000000000000000e+00,5.109544320258388e+00,1,1.500000013038516e-03,1.050099968910217e+00,1.500000013038516e-03,5.000000000000000e-01
7.194530544368536e-01,1.640084205008213e-01,5.239593061859171e-08,4.579382340510124e-01,2.569376217400679e-02,1.902502844095578e-12,1.871605231717225e+00,9.791075499678427e-01,3.165890843345183e-03,0.000000000000000e+00,1.322919712382648e+00,0.000000000000000e+00,5.109551018397458e+00,1,1.750000054016709e-03,1.050099968910217e+00,1.750000054016709e-03,5.000000000000000e-01
7.194516905580812e-01,1.631664642173544e-01,5.305495366328182e-08,4.550508199710273e-01,2.515863992944713e-02,1.764109223876989e-12,1.871613260126724e+00,9.791048315005265e-01,3.619819410879540e-03,0.000000000000000e+00,1.322921917130205e+00,0.000000000000000e+00,5.109557716536527e+00,1,2.000000094994903e-03,1.050099968910217e+00,2.000000094994903e-03,5.000000000000000e-01
7.194503266805791e-01,1.623245087180203e-01,5.371397609420901e-08,4.521634085801559e-01,2.462351818325898e-02,1.625715732547481e-12,1.871621288528745e+00,9.791021130357421e-01,4.073747555660046e-03,0.000000000000000e+00,1.322924121875708e+00,0.000000000000000e+00,5.109564414669357e+00,1,2.249999903142452e-03,1.050099968910217e+00,2.249999903142452e-03,5.000000000000000e-01
7.194489628018069e-01,1.614825524345534e-01,5.437299913889929e-08,4.492759945001708e-01,2.408839593870434e-02,1.487322112328889e-12,1.871629316938243e+00,9.790993945684260e-01,4.527676123194407e-03,0.000000000000000e+00,1.322926326623264e+00,0.000000000000000e+00,5.109571112808426e+00,1,2.499999944120646e-03,1.050099968910217e+00,2.499999944120646e-03,5.000000000000000e-01
7.194475989230346e-01,1.606405961510866e-01,5.503202218358926e-08,4.463885804201864e-01,2.355327369414049e-02,1.348928492110305e-12,1.871637345347742e+00,9.790966761011100e-01,4.981604690728764e-03,0.000000000000000e+00,1.322928531370820e+00,0.000000000000000e+00,5.109577810947496e+00,1,2.749999985098839e-03,1.050099968910217e+00,2.749999985098839e-03,5.000000000000000e-01
7.194456357977704e-01,1.591485257030388e-01,5.569104522827925e-08,4.401157047228006e-01,1.205108986590811e-02,1.239033940080469e-12,1.871642390148162e+00,9.790919159107083e-01,5.426395520291488e-03,0.000000000000000e+00,1.322928631423519e+00,0.000000000000000e+00,5.109575581665369e+00,1,3.000000026077032e-03,1.050099968910217e+00,3.000000026077032e-03,5.000000000000000e-01
7.194428528830558e-01,1.567670771091971e-01,5.635006827296961e-08,4.292114031313466e-01,-1.445440480754442e-02,1.168127076372916e-12,1.871643353270539e+00,9.790843625741329e-01,5.858685615526733e-03,0.000000000000000e+00,1.322925852182531e+00,0.000000000000000e+00,5.109561139369374e+00,1,3.250000067055225e-03,1.050099968910217e+00,3.250000067055225e-03,5.000000000000000e-01
7.194400699683412e-01,1.543856285153553e-01,5.700909131765976e-08,4.183071015398920e-01,-4.095989948100333e-02,1.097220212665362e-12,1.871644316392918e+00,9.790768092375570e-01,6.290975710761973e-03,0.000000000000000e+00,1.322923072941543e+00,0.000000000000000e+00,5.109546697073378e+00,1,3.500000108033419e-03,1.050099968910217e+00,3.500000108033419e-03,5.000000000000000e-01
7.194372870562183e-01,1.520041821394099e-01,5.766811374858697e-08,4.074028101038581e-01,-6.746536946930030e-02,1.026313414994961e-12,1.871645279514398e+00,9.790692559080157e-01,6.723265403395756e-03,0.000000000000000e+00,1.322920293703143e+00,0.000000000000000e+00,5.109532254790834e+00,1,3.749999916180968e-03,1.050099968910217e+00,3.749999916180968e-03,5.000000000000000e-01
7.194345041389119e-01,1.496227313276716e-01,5.832713740703979e-08,3.964984983569804e-01,-9.397088882793374e-02,9.554064852502463e-13,1.871646242637673e+00,9.790617025644055e-01,7.155555901232446e-03,0.000000000000000e+00,1.322917514459566e+00,0.000000000000000e+00,5.109517812481388e+00,1,4.000000189989805e-03,1.050099968910217e+00,4.000000189989805e-03,5.000000000000000e-01
7.194225369125768e-01,1.513642227273947e-01,5.886005220304292e-08,3.804495649217559e-01,-1.325185409288298e-01,9.252896831343905e-13,1.871558834480817e+00,9.790340105674571e-01,7.551115418791396e-03,0.000000000000000e+00,1.322895534342371e+00,0.000000000000000e+00,5.109416973896132e+00,1,4.250000230967999e-03,1.050099968910217e+00,4.250000230967999e-03,5.000000000000000e-01
