"Ma","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.803231804044322e+00,7.103805602650196e-01,8.620274368268277e-01,-3.207587406114174e-02,3.183132757479133e-17,3.283810965029881e+00,2.310325328593237e+00,-1.208578630709872e-04,0.000000000000000e+00,2.479111482351542e+00,5.857000000000118e-03,1.014810782031187e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
