"Ma","Schlieren","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","primitives_6","shock-sensor","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.499999999999996e+00,1.206863621786742e-10,0.000000000000000e+00,8.626421922592529e-11,2.639968707051766e-10,-2.686150131397759e-13,9.999999999999817e-01,1.774823934929882e+00,-3.645095478289094e-15,0.000000000000000e+00,1.000000000000003e+00,1.042984817356473e-247,0.000000000000000e+00,5.075000000000006e+00,1,0.000000000000000e+00,0.000000000000000e+00,4.000000059604645e-01,5.000000000000000e-01
1.500000000000001e+00,8.994146161989283e-11,0.000000000000000e+00,4.799492347492815e-11,1.874184251138184e-10,-1.561206253696297e-13,9.999999999999909e-01,1.774823934929886e+00,-1.386975870144812e-14,0.000000000000000e+00,9.999999999999997e-01,1.706721103481993e-248,0.000000000000000e+00,5.075000000000003e+00,1,2.500000118743628e-04,2.500000118743628e-04,4.000000059604645e-01,5.000000000000000e-01
1.500000000000008e+00,5.919656106114324e-11,0.000000000000000e+00,9.725627723955929e-12,1.108399795225326e-10,-4.362623759954822e-14,1.000000000000000e+00,1.774823934929891e+00,-2.409442192461144e-14,0.000000000000000e+00,9.999999999999966e-01,-7.016405966600744e-248,0.000000000000000e+00,5.074999999999998e+00,1,5.000000237487257e-04,5.000000237487257e-04,4.000000059604645e-01,5.000000000000000e-01
1.499999999999994e+00,5.254671614043474e-11,0.000000000000000e+00,8.624486983037531e-12,4.864305292612218e-11,-2.398611384207879e-14,1.000000000000002e+00,1.774823934929880e+00,-1.528524543723514e-14,0.000000000000000e+00,1.000000000000002e+00,-2.388790088151500e-248,0.000000000000000e+00,5.074999999999998e+00,1,7.500000065192580e-04,7.500000065192580e-04,4.000000059604645e-01,5.000000000000000e-01
1.499999999999976e+00,5.234617578071189e-11,0.000000000000000e+00,1.747181091783330e-11,-9.704518555233304e-12,-2.919944863139924e-14,1.000000000000002e+00,1.774823934929865e+00,-1.381450346335805e-15,0.000000000000000e+00,1.000000000000010e+00,5.812300014925840e-248,0.000000000000000e+00,5.074999999999998e+00,1,1.000000047497451e-03,1.000000047497451e-03,4.000000059604645e-01,5.000000000000000e-01
1.499999999999958e+00,5.214563551438406e-11,0.000000000000000e+00,2.631913073278213e-11,-6.805206286638733e-11,-3.441278099305572e-14,1.000000000000002e+00,1.774823934929850e+00,1.252233827010416e-14,0.000000000000000e+00,1.000000000000017e+00,1.401338629907363e-247,0.000000000000000e+00,5.074999999999998e+00,1,1.249999972060323e-03,1.249999972060323e-03,4.000000059604645e-01,5.000000000000000e-01
1.499999999999950e+00,5.522952506224082e-11,0.000000000000000e+00,3.330266693494334e-11,-9.353537216610229e-11,-6.800836914693164e-14,1.000000000000007e+00,1.774823934929844e+00,2.198214084163615e-14,0.000000000000000e+00,1.000000000000020e+00,5.059326098597923e-248,0.000000000000000e+00,5.074999999999998e+00,1,1.500000013038516e-03,1.500000013038516e-03,4.000000059604645e-01,5.000000000000000e-01
1.499999999999983e+00,7.058426671962945e-11,0.000000000000000e+00,3.332296620582767e-11,3.764423141912218e-12,-2.076419740560940e-13,1.000000000000029e+00,1.774823934929871e+00,1.483888701819416e-14,0.000000000000000e+00,1.000000000000007e+00,-6.798753504909036e-247,0.000000000000000e+00,5.075000000000001e+00,1,1.750000054016709e-03,1.750000054016709e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000016e+00,8.593900837701516e-11,0.000000000000000e+00,3.334326547670927e-11,1.010642184499374e-10,-3.472755789652606e-13,1.000000000000052e+00,1.774823934929899e+00,7.695633194749754e-15,0.000000000000000e+00,9.999999999999941e-01,-1.410343961967789e-246,0.000000000000000e+00,5.075000000000004e+00,1,2.000000094994903e-03,2.000000094994903e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000055e+00,1.369921014159490e-10,0.000000000000000e+00,-1.011686928602773e-10,2.935994128899369e-10,-4.054147393999812e-13,1.000000000000001e+00,1.774823934929931e+00,-2.746574529726723e-14,0.000000000000000e+00,9.999999999999782e-01,8.600096282542922e-247,0.000000000000000e+00,5.075000000000007e+00,1,2.249999903142452e-03,2.249999903142452e-03,4.000000059604645e-01,5.000000000000000e-01
