"Ma","Schlieren","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","primitives_6","shock-sensor","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6.406025061678808e-01,3.926935833817694e-01,0.000000000000000e+00,-9.083029910538780e-01,1.016563750146915e-01,-6.482566490828381e-11,1.931756366894907e+00,8.842893642399525e-01,-1.746914577989019e-06,0.000000000000000e+00,1.361079692799830e+00,-4.774170868369136e-07,0.000000000000000e+00,5.154762848414673e+00,1,0.000000000000000e+00,5.200999975204468e-01,0.000000000000000e+00,5.000000000000000e-01
6.405966881750672e-01,3.735110758091383e-01,0.000000000000000e+00,-7.478261275485188e-01,-5.443642328152501e-02,-6.428335704728917e-11,1.931728906786557e+00,8.842795844193175e-01,-1.377970155746065e-04,0.000000000000000e+00,1.361074359173018e+00,-4.774272265362763e-07,0.000000000000000e+00,5.154735558655339e+00,1,2.500000118743628e-04,5.200999975204468e-01,2.500000118743628e-04,5.000000000000000e-01
6.405908701822537e-01,3.543285682365115e-01,0.000000000000000e+00,-5.873492640431646e-01,-2.105292215777101e-01,-6.374104918629454e-11,1.931701446678206e+00,8.842698045986823e-01,-2.738471165712225e-04,0.000000000000000e+00,1.361069025546207e+00,-4.774373662356391e-07,0.000000000000000e+00,5.154708268896005e+00,1,5.000000237487257e-04,5.200999975204468e-01,5.000000237487257e-04,5.000000000000000e-01
6.406164746806409e-01,3.266267685188148e-01,0.000000000000000e+00,-2.345462496719115e-01,-1.484831216837420e-01,-6.235343483128851e-11,1.931670019438260e+00,8.842972875851818e-01,-4.165942752887589e-04,0.000000000000000e+00,1.361045028861624e+00,-4.774485431343730e-07,0.000000000000000e+00,5.154648664246471e+00,1,7.500000065192580e-04,5.200999975204468e-01,7.500000065192580e-04,5.000000000000000e-01
6.406504897607215e-01,2.966446793642201e-01,0.000000000000000e+00,1.697350647429049e-01,-2.804973313755321e-02,-6.073956454147576e-11,1.931637530343669e+00,8.843347443785846e-01,-5.611340127538029e-04,0.000000000000000e+00,1.361016036798288e+00,-4.774599976542513e-07,0.000000000000000e+00,5.154580410145878e+00,1,1.000000047497451e-03,5.200999975204468e-01,1.000000047497451e-03,5.000000000000000e-01
6.406845048249625e-01,2.666626041711693e-01,0.000000000000000e+00,5.740161909001378e-01,9.238359932760123e-02,-5.912569500317946e-11,1.931605041264207e+00,8.843722011545450e-01,-7.056736829123083e-04,0.000000000000000e+00,1.360987044748451e+00,-4.774714521686562e-07,0.000000000000000e+00,5.154512156077066e+00,1,1.249999972060323e-03,5.200999975204468e-01,1.249999972060323e-03,5.000000000000000e-01
6.407148027059913e-01,2.577384798699704e-01,0.000000000000000e+00,9.273679952810487e-01,2.519541629347333e-01,-5.741579616212296e-11,1.931610415189331e+00,8.844064957457557e-01,-8.542445068535268e-04,0.000000000000000e+00,1.360964182755081e+00,-4.775046670540279e-07,0.000000000000000e+00,5.154462576532534e+00,1,1.500000013038516e-03,5.200999975204468e-01,1.500000013038516e-03,5.000000000000000e-01
6.407312128801398e-01,3.274883354415097e-01,0.000000000000000e+00,1.090443708153931e+00,5.577438576144580e-01,-5.534712816363095e-11,1.931757247915041e+00,8.844289761358641e-01,-1.017875742306445e-03,0.000000000000000e+00,1.360964223117397e+00,-4.776191801363330e-07,0.000000000000000e+00,5.154482766391554e+00,1,1.750000054016709e-03,5.200999975204468e-01,1.750000054016709e-03,5.000000000000000e-01
6.407476230542881e-01,3.972381910130491e-01,0.000000000000000e+00,1.253519421026814e+00,8.635335522941832e-01,-5.327846016513894e-11,1.931904080640750e+00,8.844514565259725e-01,-1.181506977759363e-03,0.000000000000000e+00,1.360964263479714e+00,-4.777336932186382e-07,0.000000000000000e+00,5.154502956250573e+00,1,2.000000094994903e-03,5.200999975204468e-01,2.000000094994903e-03,5.000000000000000e-01
6.407340959434356e-01,3.674126782027139e-01,0.000000000000000e+00,1.055418085846981e+00,6.950681881211382e-01,-5.176118116691912e-11,1.932050292589975e+00,8.844317101251207e-01,-1.214496907551530e-03,0.000000000000000e+00,1.360961143470750e+00,-4.775478016658595e-07,0.000000000000000e+00,5.154474603394468e+00,1,2.249999903142452e-03,5.200999975204468e-01,2.249999903142452e-03,5.000000000000000e-01
6.407047582618118e-01,3.771224545212700e-01,0.000000000000000e+00,8.278024301645120e-01,9.519150945608953e-01,-5.001754546647519e-11,1.932263701342444e+00,8.843962354396422e-01,-1.279067265720908e-03,0.000000000000000e+00,1.360976922376610e+00,-4.775532906865109e-07,0.000000000000000e+00,5.154498520062793e+00,1,2.499999944120646e-03,5.200999975204468e-01,2.499999944120646e-03,5.000000000000000e-01
6.407119027501945e-01,3.749386606350778e-01,0.000000000000000e+00,5.116213454822015e-01,9.650451897084859e-01,-4.776247300696488e-11,1.932504634055322e+00,8.844056606627403e-01,-1.284767403720475e-03,0.000000000000000e+00,1.360975668775242e+00,-4.771326261252883e-07,0.000000000000000e+00,5.154502456893765e+00,1,2.749999985098839e-03,5.200999975204468e-01,2.749999985098839e-03,5.000000000000000e-01
6.407288121067762e-01,3.695714172598716e-01,0.000000000000000e+00,1.717347152958285e-01,9.129417052820775e-01,-4.537050867552011e-11,1.932752933869601e+00,8.844271038576126e-01,-1.274710256977847e-03,0.000000000000000e+00,1.360969856229377e+00,-4.765978967055963e-07,0.000000000000000e+00,5.154501045893773e+00,1,3.000000026077032e-03,5.200999975204468e-01,3.000000026077032e-03,5.000000000000000e-01
6.407457214633578e-01,3.642041738846712e-01,0.000000000000000e+00,-1.681519148905456e-01,8.608382208556646e-01,-4.297854434407523e-11,1.933001233683879e+00,8.844485470524850e-01,-1.264653110235219e-03,0.000000000000000e+00,1.360964043683513e+00,-4.760631672859042e-07,0.000000000000000e+00,5.154499634893782e+00,1,3.250000067055225e-03,5.200999975204468e-01,3.250000067055225e-03,5.000000000000000e-01
6.407967203003676e-01,3.590222858549174e-01,0.000000000000000e+00,-4.632491095629979e-01,7.749820912261117e-01,-4.026574864924802e-11,1.933226244951409e+00,8.845097358387197e-01,-1.247264217631019e-03,0.000000000000000e+00,1.360935714721090e+00,-4.753862884770999e-07,0.000000000000000e+00,5.154454573691170e+00,1,3.500000108033419e-03,5.200999975204468e-01,3.500000108033419e-03,5.000000000000000e-01
