"Ma","Schlieren","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","primitives_6","shock-sensor","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.499999999999995e+00,9.068079628248569e-12,0.000000000000000e+00,1.409801391102859e-11,6.490795710108858e-12,3.025340360109518e-14,9.999999999999963e-01,1.774823934929880e+00,3.694935266616116e-15,0.000000000000000e+00,1.000000000000002e+00,8.479282130101752e-74,0.000000000000000e+00,5.075000000000000e+00,1,0.000000000000000e+00,0.000000000000000e+00,4.000000059604645e-01,5.000000000000000e-01
1.499999999999996e+00,8.207388583066246e-12,0.000000000000000e+00,1.237891361487497e-11,5.181151383369106e-12,3.118733483975038e-14,9.999999999999980e-01,1.774823934929881e+00,2.521698246373186e-15,0.000000000000000e+00,1.000000000000002e+00,6.350527626844789e-74,0.000000000000000e+00,5.074999999999999e+00,1,2.500000118743628e-04,2.500000118743628e-04,4.000000059604645e-01,5.000000000000000e-01
1.499999999999997e+00,7.346697537884639e-12,0.000000000000000e+00,1.065981331872282e-11,3.871507056629782e-12,3.212126607841126e-14,1.000000000000000e+00,1.774823934929882e+00,1.348461226130955e-15,0.000000000000000e+00,1.000000000000001e+00,4.221773123587822e-74,0.000000000000000e+00,5.075000000000000e+00,1,5.000000237487257e-04,5.000000237487257e-04,4.000000059604645e-01,5.000000000000000e-01
1.499999999999998e+00,6.486006592900299e-12,0.000000000000000e+00,8.940713222699544e-12,2.561862882352904e-12,3.305519720834545e-14,1.000000000000002e+00,1.774823934929883e+00,1.752243424711478e-16,0.000000000000000e+00,1.000000000000001e+00,2.093018868150486e-74,0.000000000000000e+00,5.075000000000000e+00,1,7.500000065192580e-04,7.500000065192580e-04,4.000000059604645e-01,5.000000000000000e-01
1.499999999999998e+00,5.625315447520627e-12,0.000000000000000e+00,7.221612726416796e-12,1.252218403150643e-12,3.398912855572658e-14,1.000000000000004e+00,1.774823934929883e+00,-9.980128143541356e-16,0.000000000000000e+00,1.000000000000001e+00,-3.573588292610846e-76,0.000000000000000e+00,5.074999999999999e+00,1,1.000000047497451e-03,1.000000047497451e-03,4.000000059604645e-01,5.000000000000000e-01
1.499999999999999e+00,4.764624702931564e-12,0.000000000000000e+00,5.502513030652770e-12,-5.742546620089616e-14,3.492305946821314e-14,1.000000000000006e+00,1.774823934929884e+00,-2.171249424848342e-15,0.000000000000000e+00,1.000000000000000e+00,-2.164489642724189e-74,0.000000000000000e+00,5.074999999999999e+00,1,1.249999972060323e-03,1.249999972060323e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000000e+00,3.903933557552024e-12,0.000000000000000e+00,3.783412534370333e-12,-1.367069945403073e-12,3.585699081559536e-14,1.000000000000007e+00,1.774823934929884e+00,-3.344486581673570e-15,0.000000000000000e+00,1.000000000000000e+00,-4.293244393800782e-74,0.000000000000000e+00,5.075000000000000e+00,1,1.500000013038516e-03,1.500000013038516e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000001e+00,3.043242412172487e-12,0.000000000000000e+00,2.064312038087896e-12,-2.676714424605247e-12,3.679092216297761e-14,1.000000000000009e+00,1.774823934929885e+00,-4.517723738498791e-15,0.000000000000000e+00,9.999999999999997e-01,-6.421999144877379e-74,0.000000000000000e+00,5.075000000000001e+00,1,1.750000054016709e-03,1.750000054016709e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000002e+00,2.859840380172218e-12,0.000000000000000e+00,8.499266011036675e-13,-3.365204375673321e-12,3.289688492853364e-14,1.000000000000009e+00,1.774823934929886e+00,-4.573979739800842e-15,0.000000000000000e+00,9.999999999999990e-01,-5.949811555119032e-74,0.000000000000000e+00,5.075000000000000e+00,1,2.000000094994903e-03,2.000000094994903e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000004e+00,3.075039583070192e-12,0.000000000000000e+00,-6.742065568720543e-14,-3.688129185842735e-12,2.616147475623710e-14,1.000000000000008e+00,1.774823934929888e+00,-3.972865197487901e-15,0.000000000000000e+00,9.999999999999983e-01,-3.946906777715954e-74,0.000000000000000e+00,5.075000000000000e+00,1,2.249999903142452e-03,2.249999903142452e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000006e+00,3.290238986388159e-12,0.000000000000000e+00,-9.847687668251626e-13,-4.011054296759519e-12,1.942605831109595e-14,1.000000000000006e+00,1.774823934929890e+00,-3.371750095342531e-15,0.000000000000000e+00,9.999999999999979e-01,-1.944000134960998e-74,0.000000000000000e+00,5.075000000000000e+00,1,2.499999944120646e-03,2.499999944120646e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000007e+00,3.505438389706179e-12,0.000000000000000e+00,-1.902116877962968e-12,-4.333979407676388e-12,1.269064186595489e-14,1.000000000000005e+00,1.774823934929891e+00,-2.770634993197568e-15,0.000000000000000e+00,9.999999999999971e-01,5.890650779394359e-76,0.000000000000000e+00,5.075000000000001e+00,1,2.749999985098839e-03,2.749999985098839e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000009e+00,3.720637793024172e-12,0.000000000000000e+00,-2.819464989100847e-12,-4.656904518593211e-12,5.955225420813792e-15,1.000000000000004e+00,1.774823934929892e+00,-2.169519891052403e-15,0.000000000000000e+00,9.999999999999963e-01,2.061813150548889e-74,0.000000000000000e+00,5.075000000000000e+00,1,3.000000026077032e-03,3.000000026077032e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000010e+00,3.935837196342114e-12,0.000000000000000e+00,-3.736813100238704e-12,-4.979829629509909e-12,-7.801910243270935e-16,1.000000000000003e+00,1.774823934929893e+00,-1.568404788907106e-15,0.000000000000000e+00,9.999999999999957e-01,4.064719793303846e-74,0.000000000000000e+00,5.075000000000000e+00,1,3.250000067055225e-03,3.250000067055225e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000012e+00,4.151036599660159e-12,0.000000000000000e+00,-4.654161211376608e-12,-5.302754740426862e-12,-7.515607469468441e-15,1.000000000000001e+00,1.774823934929894e+00,-9.672896867620706e-16,0.000000000000000e+00,9.999999999999950e-01,6.067626436058789e-74,0.000000000000000e+00,5.074999999999999e+00,1,3.500000108033419e-03,3.500000108033419e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000014e+00,4.366235802558054e-12,0.000000000000000e+00,-5.571508468167530e-12,-5.625679550596106e-12,-1.425101764176476e-14,1.000000000000000e+00,1.774823934929896e+00,-3.661751444487948e-16,0.000000000000000e+00,9.999999999999943e-01,8.070531213461874e-74,0.000000000000000e+00,5.075000000000000e+00,1,3.749999916180968e-03,3.749999916180968e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000016e+00,4.581435406296068e-12,0.000000000000000e+00,-6.488857433652244e-12,-5.948604962260301e-12,-2.098644035975015e-14,9.999999999999988e-01,1.774823934929897e+00,2.349405175283216e-16,0.000000000000000e+00,9.999999999999937e-01,1.007343972156869e-73,0.000000000000000e+00,5.075000000000000e+00,1,4.000000189989805e-03,4.000000189989805e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000017e+00,4.796634809614140e-12,0.000000000000000e+00,-7.406205544790251e-12,-6.271530073177337e-12,-2.772185680489176e-14,9.999999999999974e-01,1.774823934929898e+00,8.360556196734283e-16,0.000000000000000e+00,9.999999999999929e-01,1.207634636432364e-73,0.000000000000000e+00,5.074999999999998e+00,1,4.250000230967999e-03,4.250000230967999e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000019e+00,5.011833812092075e-12,0.000000000000000e+00,-8.323551947234403e-12,-6.594454582599372e-12,-3.445726070434416e-14,9.999999999999961e-01,1.774823934929900e+00,1.437169602154650e-15,0.000000000000000e+00,9.999999999999923e-01,1.407924927637485e-73,0.000000000000000e+00,5.075000000000000e+00,1,4.499999806284904e-03,4.499999806284904e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000020e+00,5.227033215410069e-12,0.000000000000000e+00,-9.240900058372286e-12,-6.917379693516195e-12,-4.119267714948533e-14,9.999999999999948e-01,1.774823934929901e+00,2.038284704299817e-15,0.000000000000000e+00,9.999999999999917e-01,1.608215591912981e-73,0.000000000000000e+00,5.075000000000000e+00,1,4.749999847263098e-03,4.749999847263098e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000019e+00,5.893247309475307e-12,0.000000000000000e+00,-9.929261734304473e-12,-5.845441069655485e-12,-2.764027725563568e-14,9.999999999999928e-01,1.774823934929900e+00,2.657924786860803e-15,0.000000000000000e+00,9.999999999999919e-01,4.135262149947617e-74,0.000000000000000e+00,5.074999999999999e+00,1,4.999999888241291e-03,4.999999888241291e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000017e+00,6.749258095114987e-12,0.000000000000000e+00,-1.052126098854936e-11,-4.186513756760358e-12,-5.550327478382485e-15,9.999999999999905e-01,1.774823934929899e+00,3.285360579997539e-15,0.000000000000000e+00,9.999999999999930e-01,-1.368200795202744e-73,0.000000000000000e+00,5.075000000000000e+00,1,5.249999929219484e-03,5.249999929219484e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000015e+00,7.605268880754652e-12,0.000000000000000e+00,-1.111326024279442e-11,-2.527586443865205e-12,1.653962229887229e-14,9.999999999999879e-01,1.774823934929897e+00,3.912796373134415e-15,0.000000000000000e+00,9.999999999999938e-01,-3.149927805400249e-73,0.000000000000000e+00,5.075000000000001e+00,1,5.499999970197678e-03,5.499999970197678e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000013e+00,8.461279666394309e-12,0.000000000000000e+00,-1.170525949703965e-11,-8.686591309700151e-13,3.862957207612871e-14,9.999999999999856e-01,1.774823934929895e+00,4.540232166271426e-15,0.000000000000000e+00,9.999999999999949e-01,-4.931654815597759e-73,0.000000000000000e+00,5.075000000000001e+00,1,5.750000011175871e-03,5.750000011175871e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000011e+00,9.317290452033727e-12,0.000000000000000e+00,-1.229725875128322e-11,7.902681819259186e-13,6.071952185337892e-14,9.999999999999830e-01,1.774823934929893e+00,5.167667959407620e-15,0.000000000000000e+00,9.999999999999957e-01,-6.713381825795273e-73,0.000000000000000e+00,5.075000000000000e+00,1,6.000000052154064e-03,6.000000052154064e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000008e+00,1.017330123767337e-11,0.000000000000000e+00,-1.288925800552856e-11,2.449195494821129e-12,8.280947163063616e-14,9.999999999999807e-01,1.774823934929892e+00,5.795103752544713e-15,0.000000000000000e+00,9.999999999999968e-01,-8.495108835992782e-73,0.000000000000000e+00,5.075000000000002e+00,1,6.250000093132257e-03,6.250000093132257e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000006e+00,1.102931202331289e-11,0.000000000000000e+00,-1.348125725977252e-11,4.108122807716797e-12,1.048994214078870e-13,9.999999999999782e-01,1.774823934929890e+00,6.422539545681053e-15,0.000000000000000e+00,9.999999999999976e-01,-1.027683584619030e-72,0.000000000000000e+00,5.075000000000001e+00,1,6.500000134110451e-03,6.500000134110451e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000000000e+00,2.368623381501833e-11,0.000000000000000e+00,3.888346924189120e-11,1.360205480280966e-11,1.406284327266744e-13,9.999999999999732e-01,1.774823934929885e+00,1.143918981197054e-14,0.000000000000000e+00,1.000000000000000e+00,1.904613983136881e-72,0.000000000000000e+00,5.075000000000002e+00,1,6.750000175088644e-03,6.750000175088644e-03,4.000000059604645e-01,5.000000000000000e-01
1.499999999999997e+00,2.121053413635597e-11,0.000000000000000e+00,3.464094085246941e-11,1.074313844047878e-11,1.217017616186539e-13,9.999999999999797e-01,1.774823934929882e+00,1.008052060756561e-14,0.000000000000000e+00,1.000000000000002e+00,1.502467740493645e-72,0.000000000000000e+00,5.075000000000002e+00,1,7.000000216066837e-03,7.000000216066837e-03,4.000000059604645e-01,5.000000000000000e-01
1.499999999999993e+00,1.873483906904285e-11,0.000000000000000e+00,3.039842036537125e-11,7.884227403293693e-12,1.027751257643000e-13,9.999999999999861e-01,1.774823934929880e+00,8.721853933878878e-15,0.000000000000000e+00,1.000000000000003e+00,1.100322246906033e-72,0.000000000000000e+00,5.075000000000001e+00,1,7.249999791383743e-03,7.249999791383743e-03,4.000000059604645e-01,5.000000000000000e-01
