"Ma","Schlieren","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","primitives_6","shock-sensor","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6.412001820946522e-01,9.059498385698285e-01,0.000000000000000e+00,-7.505665881477146e+00,1.236618810819625e-03,1.245317099755852e-12,1.942135455473535e+00,8.843362371647462e-01,9.306953322052261e-05,0.000000000000000e+00,1.358687264659379e+00,-3.634298615878279e-02,0.000000000000000e+00,5.146430824095544e+00,1,0.000000000000000e+00,5.200999975204468e-01,0.000000000000000e+00,5.000000000000000e-01
6.412210962674756e-01,9.040926212472393e-01,0.000000000000000e+00,-7.444623273691083e+00,4.331732918672282e-02,1.255939898212795e-12,1.942172947773091e+00,8.843503841278126e-01,-2.528980899037768e-05,0.000000000000000e+00,1.358642265069539e+00,-3.634273984476214e-02,0.000000000000000e+00,5.146285911293745e+00,1,2.500000118743628e-04,5.200999975204468e-01,2.500000118743628e-04,5.000000000000000e-01
6.412420104402988e-01,9.022354039246502e-01,0.000000000000000e+00,-7.383580665905018e+00,8.539803956262615e-02,1.266562696669738e-12,1.942210440072646e+00,8.843645310908792e-01,-1.436491512012787e-04,0.000000000000000e+00,1.358597265479698e+00,-3.634249353074150e-02,0.000000000000000e+00,5.146140998491942e+00,1,5.000000237487257e-04,5.200999975204468e-01,5.000000237487257e-04,5.000000000000000e-01
6.412629246106873e-01,9.003781868183165e-01,0.000000000000000e+00,-7.322538065225734e+00,1.274787450396714e-01,1.277185493890018e-12,1.942247932367838e+00,8.843786780522988e-01,-2.620084796332942e-04,0.000000000000000e+00,1.358552265895096e+00,-3.634224721675256e-02,0.000000000000000e+00,5.145996085707012e+00,1,7.500000065192580e-04,5.200999975204468e-01,7.500000065192580e-04,5.000000000000000e-01
6.412838387859455e-01,8.985209692795177e-01,0.000000000000000e+00,-7.261495450333373e+00,1.695594603144126e-01,1.287808293583617e-12,1.942285424671758e+00,8.843928250170123e-01,-3.803678356230272e-04,0.000000000000000e+00,1.358507266300017e+00,-3.634200090270325e-02,0.000000000000000e+00,5.145851172888342e+00,1,1.000000047497451e-03,5.200999975204468e-01,1.000000047497451e-03,5.000000000000000e-01
6.413047529514646e-01,8.966637526055532e-01,0.000000000000000e+00,-7.200452863866190e+00,2.116401559937970e-01,1.298431088330590e-12,1.942322916958219e+00,8.844069719751380e-01,-4.987271364973998e-04,0.000000000000000e+00,1.358462266725892e+00,-3.634175458876863e-02,0.000000000000000e+00,5.145706260137151e+00,1,1.249999972060323e-03,5.200999975204468e-01,1.249999972060323e-03,5.000000000000000e-01
6.413256671267228e-01,8.948065350667123e-01,0.000000000000000e+00,-7.139410248973354e+00,2.537208712685621e-01,1.309053888024199e-12,1.942360409262140e+00,8.844211189398516e-01,-6.170864924872085e-04,0.000000000000000e+00,1.358417267130813e+00,-3.634150827471630e-02,0.000000000000000e+00,5.145561347318482e+00,1,1.500000013038516e-03,5.200999975204468e-01,1.500000013038516e-03,5.000000000000000e-01
6.413465813019807e-01,8.929493175279561e-01,0.000000000000000e+00,-7.078367634081472e+00,2.958015865432799e-01,1.319676687717788e-12,1.942397901566060e+00,8.844352659045648e-01,-7.354458484768688e-04,0.000000000000000e+00,1.358372267535734e+00,-3.634126196067000e-02,0.000000000000000e+00,5.145416434499809e+00,1,1.750000054016709e-03,5.200999975204468e-01,1.750000054016709e-03,5.000000000000000e-01
6.414690049359726e-01,8.896628070410240e-01,0.000000000000000e+00,-6.998256301454441e+00,3.463950860757729e-01,1.328159894752442e-12,1.942510363782590e+00,8.845575496569952e-01,-9.236297119310263e-04,0.000000000000000e+00,1.358230970096501e+00,-3.633879766368284e-02,0.000000000000000e+00,5.145030528953007e+00,1,2.000000094994903e-03,5.200999975204468e-01,2.000000094994903e-03,5.000000000000000e-01
6.416511692335095e-01,8.855351260617244e-01,0.000000000000000e+00,-6.906922640729175e+00,4.019985184174630e-01,1.335383891732304e-12,1.942666947505597e+00,8.847434744168869e-01,-1.152906815662679e-03,0.000000000000000e+00,1.358032999172837e+00,-3.633502803225689e-02,0.000000000000000e+00,5.144502793702236e+00,1,2.249999903142452e-03,5.200999975204468e-01,2.249999903142452e-03,5.000000000000000e-01
6.418333337007001e-01,8.814074412383358e-01,0.000000000000000e+00,-6.815588894944136e+00,4.576020025438527e-01,1.342607895440007e-12,1.942823531374435e+00,8.849293993499342e-01,-1.382184132925101e-03,0.000000000000000e+00,1.357835028064798e+00,-3.633125839732925e-02,0.000000000000000e+00,5.143975057959969e+00,1,2.499999944120646e-03,5.200999975204468e-01,2.499999944120646e-03,5.000000000000000e-01
6.420154981678907e-01,8.772797564148318e-01,0.000000000000000e+00,-6.724255149157709e+00,5.132054866703134e-01,1.349831899147745e-12,1.942980115243273e+00,8.851153242829820e-01,-1.611461450187873e-03,0.000000000000000e+00,1.357637056956760e+00,-3.632748876239255e-02,0.000000000000000e+00,5.143447322217704e+00,1,2.749999985098839e-03,5.200999975204468e-01,2.749999985098839e-03,5.000000000000000e-01
6.421976626350814e-01,8.731520715913660e-01,0.000000000000000e+00,-6.632921403371743e+00,5.688089707967504e-01,1.357055902855472e-12,1.943136699112110e+00,8.853012492160295e-01,-1.840738767450524e-03,0.000000000000000e+00,1.357439085848720e+00,-3.632371912745887e-02,0.000000000000000e+00,5.142919586475438e+00,1,3.000000026077032e-03,5.200999975204468e-01,3.000000026077032e-03,5.000000000000000e-01
6.423798271022719e-01,8.690243867678999e-01,0.000000000000000e+00,-6.541587657585777e+00,6.244124549231876e-01,1.364279906563198e-12,1.943293282980948e+00,8.854871741490771e-01,-2.070016084713177e-03,0.000000000000000e+00,1.357241114740682e+00,-3.631994949252519e-02,0.000000000000000e+00,5.142391850733174e+00,1,3.250000067055225e-03,5.200999975204468e-01,3.250000067055225e-03,5.000000000000000e-01
6.425619915694625e-01,8.648967019444344e-01,0.000000000000000e+00,-6.450253911799811e+00,6.800159390496250e-01,1.371503910270925e-12,1.943449866849785e+00,8.856730990821245e-01,-2.299293401975831e-03,0.000000000000000e+00,1.357043143632643e+00,-3.631617985759150e-02,0.000000000000000e+00,5.141864114990908e+00,1,3.500000108033419e-03,5.200999975204468e-01,3.500000108033419e-03,5.000000000000000e-01
6.427441558669993e-01,8.607690209652079e-01,0.000000000000000e+00,-6.358920251075451e+00,7.356193713912718e-01,1.378727907250762e-12,1.943606450572793e+00,8.858590238420159e-01,-2.528570505707194e-03,0.000000000000000e+00,1.356845172708979e+00,-3.631241022617159e-02,0.000000000000000e+00,5.141336379740135e+00,1,3.749999916180968e-03,5.200999975204468e-01,3.749999916180968e-03,5.000000000000000e-01
6.429263205038438e-01,8.566413322975028e-01,0.000000000000000e+00,-6.267586420227881e+00,7.912229073024990e-01,1.385951917686378e-12,1.943763034587461e+00,8.860449489482198e-01,-2.757848036501138e-03,0.000000000000000e+00,1.356647201416565e+00,-3.630864058772414e-02,0.000000000000000e+00,5.140808643506377e+00,1,4.000000189989805e-03,5.200999975204468e-01,4.000000189989805e-03,5.000000000000000e-01
6.431084849710346e-01,8.525136474740374e-01,0.000000000000000e+00,-6.176252674441916e+00,8.468263914289358e-01,1.393175921394104e-12,1.943919618456298e+00,8.862308738812674e-01,-2.987125353763792e-03,0.000000000000000e+00,1.356449230308526e+00,-3.630487095279046e-02,0.000000000000000e+00,5.140280907764113e+00,1,4.250000230967999e-03,5.200999975204468e-01,4.250000230967999e-03,5.000000000000000e-01
6.432906490989174e-01,8.483859703389826e-01,0.000000000000000e+00,-6.084919098778284e+00,9.024297719858296e-01,1.400399911646077e-12,1.944076202033476e+00,8.864167984680028e-01,-3.216402243964234e-03,0.000000000000000e+00,1.356251259569237e+00,-3.630110132487827e-02,0.000000000000000e+00,5.139753173004831e+00,1,4.499999806284904e-03,5.200999975204468e-01,4.499999806284904e-03,5.000000000000000e-01
6.434728135661081e-01,8.442582855155474e-01,0.000000000000000e+00,-5.993585352992739e+00,9.580332561122521e-01,1.407623915353792e-12,1.944232785902314e+00,8.866027234010503e-01,-3.445679561226658e-03,0.000000000000000e+00,1.356053288461199e+00,-3.629733168994761e-02,0.000000000000000e+00,5.139225437262567e+00,1,4.749999847263098e-03,5.200999975204468e-01,4.749999847263098e-03,5.000000000000000e-01
