"Ma","Schlieren","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6.484228745659878e-01,4.516994992107258e-01,3.013935080574067e-06,1.822986786023342e+00,-1.536620105912211e-01,3.081979777045276e-15,1.945843763363768e+00,8.922877838674156e-01,-3.159554504381227e-03,0.000000000000000e+00,1.352605066162100e+00,0.000000000000000e+00,5.132212393230311e+00,1,0.000000000000000e+00,5.200999975204468e-01,0.000000000000000e+00,5.000000000000000e-01
6.484468012005349e-01,4.486308571564143e-01,3.013935080574053e-06,1.804197305262089e+00,-1.542250552393194e-01,2.861045357122446e-15,1.945805347859295e+00,8.922963283833976e-01,-3.553176050922254e-03,0.000000000000000e+00,1.352540680560015e+00,0.000000000000000e+00,5.131997445267097e+00,1,2.500000118743628e-04,5.200999975204468e-01,2.500000118743628e-04,5.000000000000000e-01
6.484707278350819e-01,4.455622151021020e-01,3.013935080574053e-06,1.785407824500831e+00,-1.547880998874136e-01,2.640110937199646e-15,1.945766932354823e+00,8.923048728993792e-01,-3.946797597463312e-03,0.000000000000000e+00,1.352476294957930e+00,0.000000000000000e+00,5.131782497303885e+00,1,5.000000237487257e-04,5.200999975204468e-01,5.000000237487257e-04,5.000000000000000e-01
6.484946544668432e-01,4.424935734050259e-01,3.013935080574068e-06,1.766618345926953e+00,-1.553511444699563e-01,2.419176542997022e-15,1.945728516854822e+00,8.923134174143663e-01,-4.340419098180818e-03,0.000000000000000e+00,1.352411909363341e+00,0.000000000000000e+00,5.131567549365696e+00,1,7.500000065192580e-04,5.200999975204468e-01,7.500000065192580e-04,5.000000000000000e-01
6.485185811041757e-01,4.394249309934766e-01,3.013935080574068e-06,1.747828862978312e+00,-1.559141891835975e-01,2.198242097354070e-15,1.945690101345878e+00,8.923219619313428e-01,-4.734040690545449e-03,0.000000000000000e+00,1.352347523753761e+00,0.000000000000000e+00,5.131352601377460e+00,1,1.000000047497451e-03,5.200999975204468e-01,1.000000047497451e-03,5.000000000000000e-01
6.485425077303664e-01,4.363562900108751e-01,3.013935080574068e-06,1.729039388779204e+00,-1.564772336350505e-01,1.977307754591719e-15,1.945651685854822e+00,8.923305064443404e-01,-5.127662099615775e-03,0.000000000000000e+00,1.352283138174162e+00,0.000000000000000e+00,5.131137653489316e+00,1,1.249999972060323e-03,5.200999975204468e-01,1.249999972060323e-03,5.000000000000000e-01
6.485664343676988e-01,4.332876475993267e-01,3.013935080574054e-06,1.710249905830568e+00,-1.570402783486962e-01,1.756373308948745e-15,1.945613270345877e+00,8.923390509613172e-01,-5.521283691980386e-03,0.000000000000000e+00,1.352218752564581e+00,0.000000000000000e+00,5.130922705501079e+00,1,1.500000013038516e-03,5.200999975204468e-01,1.500000013038516e-03,5.000000000000000e-01
6.485903610050312e-01,4.302190051877774e-01,3.013935080574054e-06,1.691460422881927e+00,-1.576033230623373e-01,1.535438863305794e-15,1.945574854836932e+00,8.923475954782936e-01,-5.914905284345020e-03,0.000000000000000e+00,1.352154366955001e+00,0.000000000000000e+00,5.130707757512843e+00,1,1.750000054016709e-03,5.200999975204468e-01,1.750000054016709e-03,5.000000000000000e-01
6.486142876423636e-01,4.271503627762291e-01,3.013935080574040e-06,1.672670939933291e+00,-1.581663677759831e-01,1.314504417662823e-15,1.945536439327988e+00,8.923561399952704e-01,-6.308526876709637e-03,0.000000000000000e+00,1.352089981345420e+00,0.000000000000000e+00,5.130492809524607e+00,1,2.000000094994903e-03,5.200999975204468e-01,2.000000094994903e-03,5.000000000000000e-01
6.486382142574124e-01,4.240817232225745e-01,3.013935080574054e-06,1.653881474483712e+00,-1.587294119652435e-01,1.093570177781095e-15,1.945498023854821e+00,8.923646845042889e-01,-6.702148102485673e-03,0.000000000000000e+00,1.352025595795804e+00,0.000000000000000e+00,5.130277861736557e+00,1,2.249999903142452e-03,5.200999975204468e-01,2.249999903142452e-03,5.000000000000000e-01
6.486621408947451e-01,4.210130808110261e-01,3.013935080574040e-06,1.635091991535076e+00,-1.592924566788894e-01,8.726357321381269e-16,1.945459608345876e+00,8.923732290212656e-01,-7.095769694850294e-03,0.000000000000000e+00,1.351961210186223e+00,0.000000000000000e+00,5.130062913748321e+00,1,2.499999944120646e-03,5.200999975204468e-01,2.499999944120646e-03,5.000000000000000e-01
