"Ma","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","primitives_6","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.802914063872362e+00,1.231646481685266e-01,8.633893177480487e-01,-3.441004759964371e-02,2.000540928702340e-12,3.282141953166936e+00,2.309969520106686e+00,-1.048392247044547e-04,0.000000000000000e+00,2.479254148453224e+00,1.221832634908646e-01,5.660385813029628e-03,1.014844268005589e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
