"Ma","Schlieren","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","primitives_6","shock-sensor","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6.446517262235171e-01,6.385275807484783e-01,0.000000000000000e+00,-3.357494354363262e+00,-1.505612563228570e-01,3.278019015986902e-11,1.941395239796404e+00,8.870608992148901e-01,1.201265987630742e-05,0.000000000000000e+00,1.352472891434985e+00,-3.106041288835283e-04,0.000000000000000e+00,5.127093642712123e+00,1,0.000000000000000e+00,5.200999975204468e-01,0.000000000000000e+00,5.000000000000000e-01
6.446450028154683e-01,6.471412658093091e-01,0.000000000000000e+00,-3.447955097334352e+00,-6.103819432171156e-02,3.275523950658328e-11,1.941392063943194e+00,8.870539111437440e-01,-1.007786596593783e-05,0.000000000000000e+00,1.352479791336602e+00,-3.105994321794698e-04,0.000000000000000e+00,5.127111594268574e+00,1,2.500000118743628e-04,5.200999975204468e-01,2.500000118743628e-04,5.000000000000000e-01
6.446382794074197e-01,6.557549508701253e-01,0.000000000000000e+00,-3.538415840305308e+00,2.848486767946491e-02,3.273028885329602e-11,1.941388888089982e+00,8.870469230725981e-01,-3.216839180817752e-05,0.000000000000000e+00,1.352486691238219e+00,-3.105947354753423e-04,0.000000000000000e+00,5.127129545825029e+00,1,5.000000237487257e-04,5.200999975204468e-01,5.000000237487257e-04,5.000000000000000e-01
6.446351872772873e-01,6.672781700716889e-01,0.000000000000000e+00,-3.667891977328381e+00,9.903708819994411e-02,3.268753761053486e-11,1.941395572929215e+00,8.870451993406118e-01,-5.171526333564940e-05,0.000000000000000e+00,1.352494404299425e+00,-3.105880135235738e-04,0.000000000000000e+00,5.127155013973433e+00,1,7.500000065192580e-04,5.200999975204468e-01,7.500000065192580e-04,5.000000000000000e-01
6.446438462060607e-01,6.882168454448595e-01,0.000000000000000e+00,-3.923624645647640e+00,1.081984263728450e-01,3.258718243095733e-11,1.941434167639794e+00,8.870605113649332e-01,-6.303070947882646e-05,0.000000000000000e+00,1.352504748804724e+00,-3.105747377294396e-04,0.000000000000000e+00,5.127204806336999e+00,1,1.000000047497451e-03,5.200999975204468e-01,1.000000047497451e-03,5.000000000000000e-01
6.446525051308021e-01,7.091555110677197e-01,0.000000000000000e+00,-4.179357194882298e+00,1.173597602797300e-01,3.248682729811282e-11,1.941472762332402e+00,8.870758233821249e-01,-7.434615035283798e-05,0.000000000000000e+00,1.352515093305206e+00,-3.105614619415564e-04,0.000000000000000e+00,5.127254598677375e+00,1,1.249999972060323e-03,5.200999975204468e-01,1.249999972060323e-03,5.000000000000000e-01
6.446611640595755e-01,7.300941864409340e-01,0.000000000000000e+00,-4.435089863202023e+00,1.265210984527398e-01,3.238647211853829e-11,1.941511357042982e+00,8.870911354064467e-01,-8.566159649601718e-05,0.000000000000000e+00,1.352525437810505e+00,-3.105481861475600e-04,0.000000000000000e+00,5.127304391040937e+00,1,1.500000013038516e-03,5.200999975204468e-01,1.500000013038516e-03,5.000000000000000e-01
6.446698229883492e-01,7.510328618141260e-01,0.000000000000000e+00,-4.690822531521507e+00,1.356824366256970e-01,3.228611693896227e-11,1.941549951753562e+00,8.871064474307686e-01,-9.697704263919493e-05,0.000000000000000e+00,1.352535782315804e+00,-3.105349103534949e-04,0.000000000000000e+00,5.127354183404501e+00,1,1.750000054016709e-03,5.200999975204468e-01,1.750000054016709e-03,5.000000000000000e-01
6.447137667496675e-01,7.558148081103916e-01,0.000000000000000e+00,-4.751268567285829e+00,1.235164774134468e-01,3.240230717602416e-11,1.941569297244135e+00,8.871633609323255e-01,-1.076398003663492e-04,0.000000000000000e+00,1.352524936756411e+00,-3.105241903584282e-04,0.000000000000000e+00,5.127366721011781e+00,1,2.000000094994903e-03,5.200999975204468e-01,2.000000094994903e-03,5.000000000000000e-01
6.447686140574022e-01,7.556040577977884e-01,0.000000000000000e+00,-4.751367799975256e+00,1.047600476435517e-01,3.258541336182317e-11,1.941582694394526e+00,8.872331299142011e-01,-1.181008568232190e-04,0.000000000000000e+00,1.352507543132366e+00,-3.105142601569955e-04,0.000000000000000e+00,5.127367746281555e+00,1,2.249999903142452e-03,5.200999975204468e-01,2.249999903142452e-03,5.000000000000000e-01
