"Ma","Schlieren","cell_ids","cell_node_ids","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6.410310205004626e-01,3.853768099860075e-01,41,250792,-1.360223136658470e+00,4.718047402427006e-01,0.000000000000000e+00,1.943931809432379e+00,8.834018952431544e-01,4.612849264433191e-05,0.000000000000000e+00,1.356533534829089e+00,1.000000000000000e+00,5.138066852165556e+00,1,0.000000000000000e+00,5.200999975204468e-01,0.000000000000000e+00,5.000000000000000e-01
6.413472920267556e-01,3.627926952014776e-01,166,251042,-1.277418286767613e+00,2.467798656596344e-01,0.000000000000000e+00,1.944001719767976e+00,8.838104481498326e-01,-9.565343450933297e-05,0.000000000000000e+00,1.356449819798655e+00,9.999999999999999e-01,5.138134938539625e+00,1,2.500000118743628e-04,5.200999975204468e-01,2.500000118743628e-04,5.000000000000000e-01
6.416635635530483e-01,3.402085804169486e-01,291,251293,-1.194613436876766e+00,2.175499107658697e-02,0.000000000000000e+00,1.944071630103574e+00,8.842190010565110e-01,-2.374353616629919e-04,0.000000000000000e+00,1.356366104768220e+00,1.000000000000000e+00,5.138203024913695e+00,1,5.000000237487257e-04,5.200999975204468e-01,5.000000237487257e-04,5.000000000000000e-01
6.416896151883760e-01,3.207481761703948e-01,541,251543,-1.086769600811206e+00,-9.986386352785769e-02,0.000000000000000e+00,1.944012597269343e+00,8.842535585579466e-01,-3.317623031502106e-04,0.000000000000000e+00,1.356362098676883e+00,1.000000000000000e+00,5.138219592614487e+00,1,7.500000065192580e-04,5.200999975204468e-01,7.500000065192580e-04,5.000000000000000e-01
6.417156668573389e-01,3.012877670960885e-01,791,251794,-9.789257420146895e-01,-2.214827562718869e-01,0.000000000000000e+00,1.943953564433616e+00,8.842881161029561e-01,-4.260892711076521e-04,0.000000000000000e+00,1.356358092577040e+00,1.000000000000000e+00,5.138236160324029e+00,1,1.000000047497451e-03,5.200999975204468e-01,1.000000047497451e-03,5.000000000000000e-01
6.418456154028728e-01,2.763820252965681e-01,1041,252044,-8.277999453003062e-01,6.387423607974613e-02,0.000000000000000e+00,1.943951803359630e+00,8.844361311140883e-01,-5.501562407887568e-04,0.000000000000000e+00,1.356263100953301e+00,1.000000000000000e+00,5.138034664968714e+00,1,1.249999972060323e-03,5.200999975204468e-01,1.249999972060323e-03,5.000000000000000e-01
6.419755639891791e-01,2.514762729339500e-01,1291,252295,-6.766740864355234e-01,3.492312839898541e-01,0.000000000000000e+00,1.943950042273943e+00,8.845841461725895e-01,-6.742232625927727e-04,0.000000000000000e+00,1.356168109302613e+00,1.000000000000000e+00,5.137833169561000e+00,1,1.500000013038516e-03,5.200999975204468e-01,1.500000013038516e-03,5.000000000000000e-01
6.420353700525255e-01,2.323432357246835e-01,1541,252545,-6.553012410031324e-01,2.024340778583667e-01,0.000000000000000e+00,1.944087805631419e+00,8.846354428890351e-01,-7.351508340743256e-04,0.000000000000000e+00,1.356072890003480e+00,1.000000000000000e+00,5.137545324276529e+00,1,1.750000054016709e-03,5.200999975204468e-01,1.750000054016709e-03,5.000000000000000e-01
6.420951761195302e-01,2.132101982143704e-01,1791,252796,-6.339283888037724e-01,5.563689426541522e-02,0.000000000000000e+00,1.944225568981618e+00,8.846867396105249e-01,-7.960784088488211e-04,0.000000000000000e+00,1.355977670704357e+00,1.000000000000000e+00,5.137257478996561e+00,1,2.000000094994903e-03,5.200999975204468e-01,2.000000094994903e-03,5.000000000000000e-01
6.421361680447073e-01,2.171519369164928e-01,2041,253046,-5.719719572669030e-01,-1.798650179224871e-01,0.000000000000000e+00,1.944103984845438e+00,8.847659639770729e-01,-8.369325389091893e-04,0.000000000000000e+00,1.356047510400116e+00,1.000000000000000e+00,5.137572048058202e+00,1,2.249999903142452e-03,5.200999975204468e-01,2.249999903142452e-03,5.000000000000000e-01
6.421771600152104e-01,2.210936705217129e-01,2291,253297,-5.100154834495723e-01,-4.153671157327435e-01,0.000000000000000e+00,1.943982400694571e+00,8.848451884067924e-01,-8.777867146454743e-04,0.000000000000000e+00,1.356117350098199e+00,1.000000000000000e+00,5.137886617183907e+00,1,2.499999944120646e-03,5.200999975204468e-01,2.499999944120646e-03,5.000000000000000e-01
6.420865244476510e-01,2.301555037627207e-01,2541,253547,-5.685034724079485e-01,-3.603403342252985e-01,0.000000000000000e+00,1.943930505282509e+00,8.847410056199904e-01,-8.910896479631527e-04,0.000000000000000e+00,1.356180885946772e+00,1.000000000000000e+00,5.138016834799254e+00,1,2.749999985098839e-03,5.200999975204468e-01,2.749999985098839e-03,5.000000000000000e-01
