"Ma","cell_node_ids","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.802532359437852e+00,1.003002999999983e+06,8.620741395158916e-01,-3.233949778845478e-02,0.000000000000000e+00,3.284481667561038e+00,2.309642803052441e+00,-2.891719730220583e-04,0.000000000000000e+00,2.479368877778645e+00,1.999999998490013e+00,1.014809787923614e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
