"Ma","Schlieren","cell_ids","cell_node_ids","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.499999989272716e+00,3.345879298258352e-05,399751,651552,-7.115760580413408e-05,1.402913224208511e-05,0.000000000000000e+00,1.000000010574987e+00,1.774823925782096e+00,-4.973580867654742e-08,0.000000000000000e+00,1.000000003994655e+00,1.000000000000000e+00,5.074999997745581e+00,1,0.000000000000000e+00,0.000000000000000e+00,4.000000059604645e-01,5.000000000000000e-01
1.499999995920160e+00,2.096710521895403e-05,399752,651552,-3.185846566574885e-05,6.678441599897914e-06,0.000000000000000e+00,1.000000000242931e+00,1.774823929656992e+00,-6.036572107474165e-09,0.000000000000000e+00,9.999999994979100e-01,1.000000000000000e+00,5.074999988884230e+00,1,2.500000118743628e-04,2.500000118743628e-04,4.000000059604645e-01,5.000000000000000e-01
1.500000002567605e+00,8.475417455324087e-06,399752,651553,7.440674472640444e-06,-6.722490422909149e-07,0.000000000000000e+00,9.999999899108741e-01,1.774823933531888e+00,3.766266446160149e-08,0.000000000000000e+00,9.999999950011642e-01,1.000000000000000e+00,5.074999980022878e+00,1,5.000000237487257e-04,5.000000237487257e-04,4.000000059604645e-01,5.000000000000000e-01
1.500000004998380e+00,9.732458266079905e-06,399753,651553,2.775574668177697e-06,-7.077084908504884e-06,0.000000000000000e+00,1.000000003963267e+00,1.774823943249359e+00,-4.827076004279447e-09,0.000000000000000e+00,1.000000002710479e+00,1.000000000000000e+00,5.075000024252279e+00,1,7.500000065192580e-04,7.500000065192580e-04,4.000000059604645e-01,5.000000000000000e-01
1.500000007429157e+00,1.098949806345438e-05,399753,651554,-1.889522046083424e-06,-1.348192235581359e-05,0.000000000000000e+00,1.000000018015660e+00,1.774823952966831e+00,-4.731681817555992e-08,0.000000000000000e+00,1.000000010419794e+00,1.000000000000000e+00,5.075000068481685e+00,1,1.000000047497451e-03,1.000000047497451e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000000200654e+00,9.872553248434234e-06,399754,651554,-9.958586006078800e-06,-3.550793901093643e-06,0.000000000000000e+00,1.000000002790548e+00,1.774823937018856e+00,-8.804630911605246e-09,0.000000000000000e+00,1.000000002086465e+00,1.000000000000000e+00,5.075000011010183e+00,1,1.249999972060323e-03,1.249999972060323e-03,4.000000059604645e-01,5.000000000000000e-01
1.499999992972150e+00,8.755608364329365e-06,399754,651555,-1.802765307680832e-05,6.380336074500245e-06,0.000000000000000e+00,9.999999875654333e-01,1.774823921070877e+00,2.970755889644325e-08,0.000000000000000e+00,9.999999937531346e-01,1.000000000000000e+00,5.074999953538674e+00,1,1.500000013038516e-03,1.500000013038516e-03,4.000000059604645e-01,5.000000000000000e-01
1.499999998597263e+00,1.210714375649330e-05,399755,651555,6.949391878489007e-06,-3.273412014382914e-06,0.000000000000000e+00,9.999999954994874e-01,1.774823931269520e+00,-8.390966918500156e-09,0.000000000000000e+00,9.999999977455538e-01,1.000000000000000e+00,5.074999985612937e+00,1,1.750000054016709e-03,1.750000054016709e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000004222374e+00,1.545867891560939e-05,399755,651556,3.192643511029914e-05,-1.292715908183647e-05,0.000000000000000e+00,1.000000003433540e+00,1.774823941468162e+00,-4.648948873788527e-08,0.000000000000000e+00,1.000000001737972e+00,1.000000000000000e+00,5.075000017687195e+00,1,2.000000094994903e-03,2.000000094994903e-03,4.000000059604645e-01,5.000000000000000e-01
1.500000001205934e+00,1.445119938995144e-05,399756,651556,1.240663688981095e-05,7.887384319772683e-06,0.000000000000000e+00,1.000000006210675e+00,1.774823936006172e+00,5.508039051177169e-10,0.000000000000000e+00,9.999999996049279e-01,1.000000000000000e+00,5.075000000527471e+00,1,2.249999903142452e-03,2.249999903142452e-03,4.000000059604645e-01,5.000000000000000e-01
