"Ma","Schlieren","cell_ids","cell_node_ids","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7.201679405902338e-01,3.037232753692738e-01,101,250852,7.353428719513339e-01,-6.879228472753772e-01,0.000000000000000e+00,1.880512882627803e+00,9.810237219825271e-01,-7.412560450086656e-05,0.000000000000000e+00,1.325450210151442e+00,1.000000000000000e+00,5.120279511217666e+00,1,0.000000000000000e+00,1.050099968910217e+00,0.000000000000000e+00,5.000000000000000e-01
7.201872399708754e-01,2.725028347775577e-01,226,251102,7.348371585862865e-01,-3.962720106426360e-01,0.000000000000000e+00,1.880402831457976e+00,9.810383165731112e-01,6.165735335093392e-04,0.000000000000000e+00,1.325419779473170e+00,1.000000000000000e+00,5.120187750945590e+00,1,2.500000118743628e-04,1.050099968910217e+00,2.500000118743628e-04,5.000000000000000e-01
7.202065393515173e-01,2.412823941858468e-01,351,251353,7.343314452212546e-01,-1.046211740099163e-01,0.000000000000000e+00,1.880292780288149e+00,9.810529111636953e-01,1.307272671519550e-03,0.000000000000000e+00,1.325389348794898e+00,1.000000000000000e+00,5.120095990673514e+00,1,5.000000237487257e-04,1.050099968910217e+00,5.000000237487257e-04,5.000000000000000e-01
7.202033365777286e-01,2.239973460323393e-01,601,251603,6.463585525274087e-01,6.616434134610226e-02,0.000000000000000e+00,1.880350520863851e+00,9.810550169322687e-01,1.905306471867072e-03,0.000000000000000e+00,1.325409964545655e+00,1.000000000000000e+00,5.120171351229242e+00,1,7.500000065192580e-04,1.050099968910217e+00,7.500000065192580e-04,5.000000000000000e-01
7.202001338053318e-01,2.067122925305759e-01,851,251854,5.583856476597626e-01,2.369499079479245e-01,0.000000000000000e+00,1.880408261437058e+00,9.810571227025190e-01,2.503340420257916e-03,0.000000000000000e+00,1.325430580296363e+00,1.000000000000000e+00,5.120246711786642e+00,1,1.000000047497451e-03,1.050099968910217e+00,1.000000047497451e-03,5.000000000000000e-01
7.201928973528826e-01,2.341866005009228e-01,1101,252104,4.993844360792012e-01,-2.306903304800563e-01,0.000000000000000e+00,1.880384842128668e+00,9.810416643326709e-01,2.957091641651542e-03,0.000000000000000e+00,1.325419144108667e+00,1.000000000000000e+00,5.120192858064209e+00,1,1.249999972060323e-03,1.050099968910217e+00,1.249999972060323e-03,5.000000000000000e-01
7.201856608978301e-01,2.616609127611996e-01,1351,252355,4.403831915196955e-01,-6.983306653756550e-01,0.000000000000000e+00,1.880361422824792e+00,9.810262059589616e-01,3.410843101751752e-03,0.000000000000000e+00,1.325407707921735e+00,1.000000000000000e+00,5.120139004341250e+00,1,1.500000013038516e-03,1.050099968910217e+00,1.500000013038516e-03,5.000000000000000e-01
7.201613466652925e-01,2.853466766589945e-01,1601,252605,3.663916426404082e-01,-8.466851693631607e-01,0.000000000000000e+00,1.880053469189785e+00,9.809575608794023e-01,3.845444529809673e-03,0.000000000000000e+00,1.325316321813747e+00,1.000000000000000e+00,5.119753486727728e+00,1,1.750000054016709e-03,1.050099968910217e+00,1.750000054016709e-03,5.000000000000000e-01
7.201370324336456e-01,3.090324407543795e-01,1851,252856,2.924000945429156e-01,-9.950396900027322e-01,0.000000000000000e+00,1.879745515569619e+00,9.808889158026166e-01,4.280045958866338e-03,0.000000000000000e+00,1.325224935709928e+00,1.000000000000000e+00,5.119367969131503e+00,1,2.000000094994903e-03,1.050099968910217e+00,2.000000094994903e-03,5.000000000000000e-01
7.201218443373626e-01,2.859198384313005e-01,2101,253106,2.430761455412097e-01,-9.014813363154303e-01,0.000000000000000e+00,1.879584159724406e+00,9.808491443514423e-01,4.569487734927613e-03,0.000000000000000e+00,1.325177012923686e+00,1.000000000000000e+00,5.119162552224257e+00,1,2.249999903142452e-03,1.050099968910217e+00,2.249999903142452e-03,5.000000000000000e-01
7.201066562234670e-01,2.628072323653765e-01,2351,253357,1.937521412297705e-01,-8.079229874171840e-01,0.000000000000000e+00,1.879422803673214e+00,9.808093728522562e-01,4.858929835710274e-03,0.000000000000000e+00,1.325129090076296e+00,1.000000000000000e+00,5.118957135057265e+00,1,2.499999944120646e-03,1.050099968910217e+00,2.499999944120646e-03,5.000000000000000e-01
7.200784102366891e-01,3.098907915736832e-01,2601,253607,2.102016417036488e-01,-1.031347447783860e+00,0.000000000000000e+00,1.879146174693538e+00,9.807402295490646e-01,5.208961673821859e-03,0.000000000000000e+00,1.325051237836991e+00,1.000000000000000e+00,5.118618663583117e+00,1,2.749999985098839e-03,1.050099968910217e+00,2.749999985098839e-03,5.000000000000000e-01
7.200501642469928e-01,3.569743664720577e-01,2851,253858,2.266511568790487e-01,-1.254771979001727e+00,0.000000000000000e+00,1.878869545688096e+00,9.806710862393080e-01,5.558993525476289e-03,0.000000000000000e+00,1.324973385590996e+00,1.000000000000000e+00,5.118280192079229e+00,1,3.000000026077032e-03,1.050099968910217e+00,3.000000026077032e-03,5.000000000000000e-01
7.200147806096457e-01,3.691667526633637e-01,3101,254108,2.030443791348816e-01,-1.325170371540527e+00,0.000000000000000e+00,1.878535373202632e+00,9.805863132411261e-01,5.853740184008480e-03,0.000000000000000e+00,1.324879290326487e+00,1.000000000000000e+00,5.117869456973782e+00,1,3.250000067055225e-03,1.050099968910217e+00,3.250000067055225e-03,5.000000000000000e-01
7.199793969730433e-01,3.813591424941027e-01,3351,254359,1.794376055688996e-01,-1.395568780041189e+00,0.000000000000000e+00,1.878201200723169e+00,9.805015402445747e-01,6.148486848307290e-03,0.000000000000000e+00,1.324785195063671e+00,1.000000000000000e+00,5.117458721875873e+00,1,3.500000108033419e-03,1.050099968910217e+00,3.500000108033419e-03,5.000000000000000e-01
7.199468652122291e-01,3.809968521214649e-01,3601,254609,2.132022574218694e-01,-1.388126093873407e+00,0.000000000000000e+00,1.877851263183236e+00,9.804185846051729e-01,6.434892071136209e-03,0.000000000000000e+00,1.324685829576503e+00,1.000000000000000e+00,5.117031454495491e+00,1,3.749999916180968e-03,1.050099968910217e+00,3.749999916180968e-03,5.000000000000000e-01
7.199143333895877e-01,3.806345664993223e-01,3851,254860,2.469669473742803e-01,-1.380683427480373e+00,0.000000000000000e+00,1.877501324998306e+00,9.803356288104690e-01,6.721297831041348e-03,0.000000000000000e+00,1.324586463906531e+00,1.000000000000000e+00,5.116604186326406e+00,1,4.000000189989805e-03,1.050099968910217e+00,4.000000189989805e-03,5.000000000000000e-01
7.198822563781880e-01,3.625595540931184e-01,4101,255110,3.300914362292215e-01,-1.259453787868589e+00,0.000000000000000e+00,1.877175888588064e+00,9.802553383109412e-01,7.089139091371040e-03,0.000000000000000e+00,1.324494726821191e+00,1.000000000000000e+00,5.116207009014369e+00,1,4.250000230967999e-03,1.050099968910217e+00,4.250000230967999e-03,5.000000000000000e-01
7.198501794261909e-01,3.444845888151766e-01,4351,255361,4.132157327414164e-01,-1.138224460537904e+00,0.000000000000000e+00,1.876850452765375e+00,9.801750479589408e-01,7.456979604655535e-03,0.000000000000000e+00,1.324402989900928e+00,1.000000000000000e+00,5.115809832419265e+00,1,4.499999806284904e-03,1.050099968910217e+00,4.499999806284904e-03,5.000000000000000e-01
7.198346569364299e-01,3.293198666346569e-01,4601,255611,4.170250770619386e-01,-1.055584646768507e+00,0.000000000000000e+00,1.876599056150602e+00,9.801240160371103e-01,7.892599575017792e-03,0.000000000000000e+00,1.324331685918364e+00,1.000000000000000e+00,5.115513688846661e+00,1,4.749999847263098e-03,1.050099968910217e+00,4.749999847263098e-03,5.000000000000000e-01
7.198191344594964e-01,3.141551467091819e-01,4851,255862,4.208343599243043e-01,-9.729448629007029e-01,0.000000000000000e+00,1.876347659593200e+00,9.800729841379510e-01,8.328219597899103e-03,0.000000000000000e+00,1.324260381951633e+00,1.000000000000000e+00,5.115217545352345e+00,1,4.999999888241291e-03,1.050099968910217e+00,4.999999888241291e-03,5.000000000000000e-01
7.197967066415905e-01,3.537181840457148e-01,5101,256112,3.981061380667069e-01,-1.198481089841485e+00,0.000000000000000e+00,1.876074440217648e+00,9.800105821884569e-01,8.722951624829963e-03,0.000000000000000e+00,1.324183776945365e+00,1.000000000000000e+00,5.114891717434191e+00,1,5.249999929219484e-03,1.050099968910217e+00,5.249999929219484e-03,5.000000000000000e-01
7.197742788205975e-01,3.932812458474689e-01,5351,256363,3.753779043459101e-01,-1.424017454547722e+00,0.000000000000000e+00,1.875801220832340e+00,9.799481802338801e-01,9.117683633482490e-03,0.000000000000000e+00,1.324107171936728e+00,1.000000000000000e+00,5.114565889502767e+00,1,5.499999970197678e-03,1.050099968910217e+00,5.499999970197678e-03,5.000000000000000e-01
7.197373987627893e-01,4.107580087394198e-01,5601,256613,3.358138055570271e-01,-1.538960726986056e+00,0.000000000000000e+00,1.875373180636996e+00,9.798496260974792e-01,9.484467086811091e-03,0.000000000000000e+00,1.323986142067870e+00,1.000000000000000e+00,5.114049196255421e+00,1,5.750000011175871e-03,1.050099968910217e+00,5.750000011175871e-03,5.000000000000000e-01
7.197005187032584e-01,4.282347689984791e-01,5851,256864,2.962497047611465e-01,-1.653903986240669e+00,0.000000000000000e+00,1.874945140423197e+00,9.797510719567684e-01,9.851250536807963e-03,0.000000000000000e+00,1.323865112193716e+00,1.000000000000000e+00,5.113532502985322e+00,1,6.000000052154064e-03,1.050099968910217e+00,6.000000052154064e-03,5.000000000000000e-01
7.196671548101845e-01,4.314274283664096e-01,6101,257114,2.780244298255425e-01,-1.677455297227773e+00,0.000000000000000e+00,1.874559772940295e+00,9.796624933419993e-01,1.013802040483864e-02,0.000000000000000e+00,1.323756512681531e+00,1.000000000000000e+00,5.113068534331417e+00,1,6.250000093132257e-03,1.050099968910217e+00,6.250000093132257e-03,5.000000000000000e-01
7.196337909163772e-01,4.346200907142392e-01,6351,257365,2.597991504383009e-01,-1.701006627280748e+00,0.000000000000000e+00,1.874174405448491e+00,9.795739147251492e-01,1.042479028956134e-02,0.000000000000000e+00,1.323647913166753e+00,1.000000000000000e+00,5.112604565666512e+00,1,6.500000134110451e-03,1.050099968910217e+00,6.500000134110451e-03,5.000000000000000e-01
7.195894345845635e-01,4.341812791488388e-01,6601,257615,2.425871289186545e-01,-1.700328843569256e+00,0.000000000000000e+00,1.873715483555188e+00,9.794620761032882e-01,1.073249615980386e-02,0.000000000000000e+00,1.323517978842172e+00,1.000000000000000e+00,5.112043556566459e+00,1,6.750000175088644e-03,1.050099968910217e+00,6.750000175088644e-03,5.000000000000000e-01
7.195450782586468e-01,4.337424695315086e-01,6851,257866,2.253751068554802e-01,-1.699651072855242e+00,0.000000000000000e+00,1.873256561701343e+00,9.793502374939047e-01,1.104020201881562e-02,0.000000000000000e+00,1.323388044529035e+00,1.000000000000000e+00,5.111482547518461e+00,1,7.000000216066837e-03,1.050099968910217e+00,7.000000216066837e-03,5.000000000000000e-01
7.195116517833534e-01,4.152276085406577e-01,7101,258116,2.109390931012753e-01,-1.590388450183691e+00,0.000000000000000e+00,1.872877597950969e+00,9.792621873373568e-01,1.129648683028792e-02,0.000000000000000e+00,1.323281049715493e+00,9.999999999999999e-01,5.111024736028010e+00,1,7.249999791383743e-03,1.050099968910217e+00,7.249999791383743e-03,5.000000000000000e-01
7.194782252363522e-01,3.967127286857103e-01,7351,258367,1.965030500586937e-01,-1.481125717840857e+00,0.000000000000000e+00,1.872498633425614e+00,9.791741369962432e-01,1.155277216357008e-02,0.000000000000000e+00,1.323174054682832e+00,1.000000000000000e+00,5.110566923595627e+00,1,7.499999832361937e-03,1.050099968910217e+00,7.499999832361937e-03,5.000000000000000e-01
