"Ma","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.802409594505027e+00,7.771411255633999e-01,8.883406635831321e-01,-3.221210012929857e-02,-1.102239638919360e-14,3.284293701407909e+00,2.309528362104518e+00,-3.515624642328022e-04,0.000000000000000e+00,2.479579835006673e+00,2.114129524221888e-02,1.014830546469988e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
