x pp_inf
0.018014092 66.41307835
0.0180144496 66.327281975
0.0180149674 66.26225285
0.0180159239 66.2122612
0.01801719985 66.15600585
0.0180187952 66.07336045
0.01802070905 65.96876145
0.0180229405 65.8233719
0.01802549045 65.64491655
0.0180283589 65.4629669
0.01803154495 65.28808595
0.01803504765 65.10774615
0.01803886795 64.90586855
0.018043003 64.66950225
0.01804745475 64.39751435
0.0180522222 64.1011753
0.0180573035 63.7975597
0.01806269775 63.4984169
0.0180684058 63.18927
0.0180744268 62.84679795
0.0180807589 62.46541405
0.018087402 62.05238725
0.01809435525 61.62479975
0.0181016177 61.19939425
0.0181091884 60.7742596
0.01811706645 60.3409157
0.0181252509 59.89390185
0.0181337399 59.4210434
0.01814253345 58.91996385
0.01815163065 58.4100971
0.01816102955 57.8932476
0.018170804225 57.3388233
0.0181858037 56.4641914
0.018193639325 56.034510575
0.0182016231 55.59192655
0.018212514 54.98460005
0.01822369915 54.37164305
0.01823517865 53.7517281
0.0182469506 53.11679075
0.01825901215 52.46928785
0.0182713624 51.81433865
0.01828400045 51.1551361
0.01829692535 50.49255375
0.01831013525 49.82567025
0.01832362735 49.15264895
0.01833740065 48.4712162
0.0183514543 47.7828693
0.01836578645 47.0921421
0.01838039515 46.3984718
0.0183952786 45.69558715
0.01841043495 44.97985265
0.01842586325 44.25167465
0.01844156165 43.5162125
0.0184575273 42.7808933
0.01847375835 42.04689025
0.01849025395 41.31027985
0.0185070122 40.57184795
0.01852403025 39.8391018
0.01854130625 39.1169357
0.01855883745 38.4069557
0.018576622 37.70828055
0.018594658 37.01543425
0.0186129408 36.32566645
0.018631502525 35.587400425
0.0186595805 34.48526765
0.0186786167 33.7793827
0.0186978914 33.06690025
0.0187174026 32.3660469
0.0187371485 31.67171765
0.0187571254 30.98072625
0.0187773295 30.29221345
0.018797759 29.6056385
0.0188184138 28.92262365
0.0188392866 28.247262
0.0188603774 27.5808849
0.0188816823 26.92266465
0.0189031977 26.2713499
0.0189249236 25.62602235
0.0189468563 24.98730755
0.0189689901 24.35622215
0.0189913251 23.7338095
0.01901385655 23.1198139
0.0190365836 22.5122614
0.0190594997 21.90938855
0.0190826058 21.30999375
0.0191058982 20.71473595
0.0191293713 20.12910655
0.019153025 19.5588436
0.0191768538 19.00435065
0.0192008559 18.46408175
0.01922502835 17.93547535
0.0192493685 17.4148283
0.0192738716 16.9048338
0.0192985348 16.4086151
0.0193233564 15.92343285
0.019360932525 15.2063587
0.01937977645 14.85352805
0.0193987321 14.506536
0.0194241516 14.0489936
0.0194497108 13.59752945
0.0194754098 13.15493395
0.0195012428 12.72168155
0.0195272081 12.2979274
0.0195533 11.8854318
0.0195795167 11.48494195
0.0196058564 11.0975008
0.0196323115 10.72490215
0.019658884 10.3682394
0.0196855664 10.0267925
0.0197123569 9.698801515
0.0197392516 9.382092475
0.0197662469 9.073888775
0.0197933391 8.77175331
0.0198205281 8.47393322
0.0198478047 8.180075645
0.0198751707 7.89067316
0.0199026205 7.60642052
0.0199301504 7.328288795
0.0199577566 7.056593655
0.0199854374 6.79163265
0.0200131871 6.53410792
0.0200410057 6.284335135
0.0200688876 6.041712285
0.0200968292 5.805416105
0.0201248303 5.577299835
0.0201528836 5.36024499
0.0201809853 5.166692255
0.02022664575 4.95724356
0.020250406125 4.8643912075
0.0202760268 4.804543975
0.0203116387 4.743267055
0.0203487631 4.69202256
0.0203874651 4.648198365
0.0204278119 4.611292125
0.0204698704 4.582195755
0.0205137152 4.5608747
0.0205594227 4.547261955
0.0206070691 4.5396719
0.0206567384 4.53313494
0.0207085144 4.523671385
0.0207624882 4.508215905
0.0208187513 4.484684945
0.0208774004 4.45401311
0.0209385343 4.418785095
0.021002261 4.38170075
0.0210686885 4.344413515
0.0211379286 4.3063457
0.0212101042 4.26451421
0.0212853327 4.2178607
0.0213637482 4.16800666
0.0214454811 4.11848879
0.0215306729 4.07667613
0.0216194671 4.04764533
0.0217120145 4.03186703
0.0218084734 4.022889375
0.0219090097 4.01000428
0.022013789 3.987603665
0.0221229922 3.95476806
0.0222368054 3.913069725
0.0224184734 3.8141706
0.022511235 3.7680180675
0.0226078518 3.72500658
0.0227421001 3.673316955
0.0228819996 3.634375575
0.0230277851 3.60468662
0.0231797025 3.5766629
0.0233380031 3.54437089
0.0235029534 3.5028137
0.0236748271 3.452994585
0.0238539111 3.39688301
0.0240405016 3.337399485
0.0242349096 3.2800082
0.0244374536 3.227938055
0.0246484708 3.18336427
0.0248683058 3.14579642
0.0250973199 3.10985255
0.0253358893 3.07079518
0.0255844016 3.0273186
0.0258432645 2.97916901
0.0261128936 2.927849655
0.0263937302 2.87436068
0.0266862232 2.81829059
0.0269908458 2.761384725
0.0273080822 2.70835328
0.0276384428 2.663240675
0.027982451 2.62760174
0.0283406526 2.59729469
0.0287136119 2.56580067
0.0291019138 2.52984691
