"Ma","cell_ids","density-gradient:0","density-gradient:1","density-gradient:2","object_id","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","total-enthalpy","Volume","Cell Type"
1.800259920020371e+00,8.000100000000001e+04,8.621244227275859e-01,-2.100084844157791e-02,6.049498924070197e-18,1.999999999993084e+00,3.284741061223226e+00,2.309415006918760e+00,-6.335046599085264e-04,-1.624759575228672e-18,2.480473497502844e+00,1.014949389288656e+01,1.999999999993084e+00,1
