"Ma","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.791067437815677e+00,5.686562049366954e-01,8.607367776841022e-01,-1.377114263198799e-02,-2.002394141795621e-16,3.293446020354928e+00,2.302264374585310e+00,-8.326628173439016e-04,0.000000000000000e+00,2.484239630083890e+00,4.749999999999983e-02,1.015086931888609e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
