,iteration,time,absolute-residual,relative-residual,cfl
0,1.000000000000000000e+00,0.000000000000000000e+00,4.508709786999999778e+04,1.000000000000000000e+00,2.000000000000000111e-01
1,5.000000000000000000e+01,3.764468871000000046e-08,4.398410930999999982e+04,9.755364923999999549e-01,2.184266625999999878e+00
2,1.000000000000000000e+02,2.842397660999999762e-07,4.107395840000000317e+04,9.109913996999999819e-01,9.440274489000000102e+00
3,1.500000000000000000e+02,5.208387892999999571e-07,3.957879753000000346e+04,8.778297873000000529e-01,4.956144107000000076e+00
4,2.000000000000000000e+02,6.287239816999999617e-07,3.889553029999999853e+04,8.626754023999999577e-01,4.956144107000000076e+00
5,2.500000000000000000e+02,7.309871976999999981e-07,3.828780606000000262e+04,8.491965079000000083e-01,4.956144107000000076e+00
6,3.000000000000000000e+02,8.429878323000000419e-07,3.776283239000000322e+04,8.375529623999999895e-01,6.325435343999999738e+00
7,3.500000000000000000e+02,1.026743287000000059e-06,3.769190138999999908e+04,8.359797628999999786e-01,1.030346763999999915e+01
8,4.000000000000000000e+02,1.428233113000000094e-06,4.125470608999999968e+04,9.150002559000000035e-01,2.479652340999999893e+01
9,4.500000000000000000e+02,2.760528741000000049e-06,6.971690794000000460e+04,1.546271798999999891e+00,1.000000000000000000e+02
10,5.000000000000000000e+02,5.090317929999999813e-06,1.084052750999999989e+05,2.404352470000000075e+00,1.000000000000000000e+02
11,5.500000000000000000e+02,7.386345013999999929e-06,1.149282317999999941e+05,2.549027043000000159e+00,1.000000000000000000e+02
12,6.000000000000000000e+02,9.695295953999999672e-06,1.157696539000000048e+05,2.567689192000000009e+00,1.000000000000000000e+02
13,6.500000000000000000e+02,1.200951925000000012e-05,1.155018813999999984e+05,2.561750185999999818e+00,1.000000000000000000e+02
14,7.000000000000000000e+02,1.432515036000000001e-05,1.149977459999999992e+05,2.550568821000000153e+00,1.000000000000000000e+02
15,7.500000000000000000e+02,1.664117624999999920e-05,1.146109458000000013e+05,2.541989865000000126e+00,1.000000000000000000e+02
16,8.000000000000000000e+02,1.895731419000000061e-05,1.143225565999999963e+05,2.535593596000000005e+00,1.000000000000000000e+02
17,8.500000000000000000e+02,2.127348371000000010e-05,1.140720602000000072e+05,2.530037762000000079e+00,1.000000000000000000e+02
18,9.000000000000000000e+02,2.358966171999999969e-05,1.138941625999999960e+05,2.526092118999999858e+00,1.000000000000000000e+02
19,9.500000000000000000e+02,2.590584194000000116e-05,1.135932817999999970e+05,2.519418796000000071e+00,1.000000000000000000e+02
20,1.000000000000000000e+03,2.822202275999999887e-05,1.134183081999999995e+05,2.515538003000000078e+00,1.000000000000000000e+02
21,1.050000000000000000e+03,3.053820372000000090e-05,1.131797335000000021e+05,2.510246586000000057e+00,1.000000000000000000e+02
22,1.100000000000000000e+03,3.285438471999999884e-05,1.129764042999999947e+05,2.505736887999999940e+00,1.000000000000000000e+02
23,1.150000000000000000e+03,3.517056573000000000e-05,1.127268558999999950e+05,2.500202080000000215e+00,1.000000000000000000e+02
24,1.200000000000000000e+03,3.748674674999999759e-05,1.125229003999999986e+05,2.495678489999999972e+00,1.000000000000000000e+02
25,1.250000000000000000e+03,3.980292775999999874e-05,1.122297155999999959e+05,2.489175861000000101e+00,1.000000000000000000e+02
26,1.300000000000000000e+03,4.211910878000000311e-05,1.120870167999999976e+05,2.486010900000000134e+00,1.000000000000000000e+02
27,1.350000000000000000e+03,4.443528978999999749e-05,1.117878022999999957e+05,2.479374534999999824e+00,1.000000000000000000e+02
28,1.400000000000000000e+03,4.675147081000000185e-05,1.114945127999999968e+05,2.472869579000000151e+00,1.000000000000000000e+02
29,1.450000000000000000e+03,4.906765182999999944e-05,1.113033173999999999e+05,2.468629002000000128e+00,1.000000000000000000e+02
30,1.500000000000000000e+03,5.138383284000000060e-05,1.109854398999999976e+05,2.461578702000000174e+00,1.000000000000000000e+02
31,1.550000000000000000e+03,5.370001385999999819e-05,1.106507097999999969e+05,2.454154625999999784e+00,1.000000000000000000e+02
32,1.600000000000000000e+03,5.601619486999999934e-05,1.104775035000000062e+05,2.450313030999999864e+00,1.000000000000000000e+02
33,1.650000000000000000e+03,5.833237588999999693e-05,1.101228748000000051e+05,2.442447619000000181e+00,1.000000000000000000e+02
34,1.700000000000000000e+03,6.064855689999999809e-05,1.097719808999999950e+05,2.434665040000000058e+00,1.000000000000000000e+02
35,1.750000000000000000e+03,6.296473791999999568e-05,1.094744220999999961e+05,2.428065396000000042e+00,1.000000000000000000e+02
36,1.800000000000000000e+03,6.528091893999999327e-05,1.092388842000000004e+05,2.422841330999999876e+00,1.000000000000000000e+02
37,1.850000000000000000e+03,6.759709995000000120e-05,1.088574275999999954e+05,2.414380894000000222e+00,1.000000000000000000e+02
